Order_ID,Order_Date,Delivery_Date,Product,Category,Supplier,Warehouse,City,Customer_Type,Order_Quantity,Unit_Price,Total_Cost,Shipping_Cost,Delivery_Status,Payment_Method
101247,2025-06-13,2025-06-19,SSD,Storage,ABC Suppliers,Delhi WH,Jaipur,Retail,12,5500,66000,1409,Delivered,UPI
101248,2025-11-02,2025-11-06,Desktop,Electronics,ABC Suppliers,Mumbai WH,Kolkata,Retail,16,45000,720000,2207,Delivered,Net Banking
101249,2025-01-26,2025-02-01,Monitor,Electronics,ABC Suppliers,Hyderabad WH,Hyderabad,Retail,20,12000,240000,606,Delivered,UPI
101250,2025-06-07,2025-06-14,Keyboard,Accessories,ABC Suppliers,Chennai WH,Mumbai,Wholesale,18,900,16200,2219,Delayed,Cash
101251,2025-09-09,2025-09-13,Desktop,Electronics,Global Supply,Hyderabad WH,Hyderabad,Retail,6,45000,270000,412,Delivered,Net Banking
101252,2025-04-26,2025-05-02,Laptop,Electronics,Tech World,Hyderabad WH,Jaipur,Retail,1,55000,55000,2537,In Transit,Debit Card
101253,2025-08-27,2025-09-02,Scanner,Office Supplies,Prime Distributors,Chennai WH,Pune,Wholesale,14,12000,168000,1015,In Transit,Debit Card
101254,2025-02-20,2025-02-23,Monitor,Electronics,ABC Suppliers,Chennai WH,Ahmedabad,Retail,2,12000,24000,1559,Delayed,Credit Card
101255,2025-08-28,2025-08-29,Projector,Electronics,ABC Suppliers,Bangalore WH,Ahmedabad,Wholesale,14,40000,560000,304,Delivered,Credit Card
101256,2025-01-19,2025-01-25,Scanner,Office Supplies,Prime Distributors,Chennai WH,Chennai,Wholesale,15,12000,180000,1769,Delivered,UPI
101257,2025-08-18,2025-08-21,Switch,Networking,Tech World,Mumbai WH,Jaipur,Wholesale,2,6000,12000,1916,Delivered,UPI
101258,2025-05-15,2025-05-21,Monitor,Electronics,ABC Suppliers,Hyderabad WH,Mumbai,Retail,12,12000,144000,2057,Delivered,Net Banking
101259,2025-05-17,2025-05-22,Hard Disk,Storage,Tech World,Hyderabad WH,Lucknow,Retail,10,4200,42000,389,Delivered,Credit Card
101260,2025-02-22,2025-03-01,Printer,Office Supplies,Global Supply,Bangalore WH,Jaipur,Retail,3,15000,45000,628,Delivered,Credit Card
101261,2025-05-31,2025-06-01,Laptop,Electronics,XYZ Traders,Delhi WH,Pune,Retail,13,55000,715000,2506,Delayed,Cash
101262,2025-05-05,2025-05-11,Scanner,Office Supplies,Global Supply,Chennai WH,Kolkata,Retail,20,12000,240000,1376,Delayed,UPI
101263,2025-04-14,2025-04-20,Monitor,Electronics,ABC Suppliers,Mumbai WH,Kolkata,Retail,20,12000,240000,1758,In Transit,Net Banking
101264,2025-11-04,2025-11-07,Laptop,Electronics,Global Supply,Bangalore WH,Delhi,Wholesale,5,55000,275000,1871,Delivered,Net Banking
101265,2025-07-16,2025-07-23,Router,Networking,Tech World,Chennai WH,Lucknow,Wholesale,19,3500,66500,2198,Delivered,UPI
101266,2025-03-14,2025-03-16,Webcam,Accessories,Prime Distributors,Delhi WH,Hyderabad,Retail,6,2500,15000,1387,Delivered,Credit Card
101267,2025-01-25,2025-01-27,SSD,Storage,Prime Distributors,Mumbai WH,Lucknow,Wholesale,14,5500,77000,1354,Delivered,UPI
101268,2025-04-10,2025-04-14,Keyboard,Accessories,XYZ Traders,Delhi WH,Jaipur,Wholesale,13,900,11700,2435,Delivered,Net Banking
101269,2025-01-03,2025-01-04,Hard Disk,Storage,ABC Suppliers,Delhi WH,Ahmedabad,Retail,18,4200,75600,1102,In Transit,Net Banking
101270,2025-05-25,2025-05-28,Webcam,Accessories,ABC Suppliers,Mumbai WH,Chennai,Retail,1,2500,2500,657,Delayed,Credit Card
101271,2025-06-30,2025-07-07,Office Desk,Furniture,Prime Distributors,Delhi WH,Mumbai,Retail,6,15000,90000,2776,Delivered,Cash
101272,2025-10-09,2025-10-15,SSD,Storage,ABC Suppliers,Mumbai WH,Lucknow,Wholesale,4,5500,22000,1898,Delivered,UPI
101273,2025-07-24,2025-07-27,Keyboard,Accessories,Global Supply,Chennai WH,Delhi,Wholesale,17,900,15300,1899,Delivered,Debit Card
101274,2025-10-02,2025-10-06,Scanner,Office Supplies,Prime Distributors,Bangalore WH,Chennai,Retail,8,12000,96000,2979,Delivered,UPI
101275,2025-05-29,2025-06-03,Printer,Office Supplies,ABC Suppliers,Mumbai WH,Bangalore,Retail,5,15000,75000,1665,Delivered,Cash
101276,2025-12-12,2025-12-15,Mouse,Accessories,Tech World,Delhi WH,Mumbai,Wholesale,1,700,700,2640,Delivered,UPI
101277,2025-11-01,2025-11-08,Projector,Electronics,ABC Suppliers,Hyderabad WH,Pune,Retail,20,40000,800000,2742,Delivered,Net Banking
101278,2025-07-26,2025-07-28,SSD,Storage,Tech World,Delhi WH,Lucknow,Wholesale,6,5500,33000,225,Cancelled,Cash
101279,2025-07-11,2025-07-15,Office Chair,Furniture,Prime Distributors,Mumbai WH,Hyderabad,Retail,7,8500,59500,214,Delivered,Net Banking
101280,2025-05-23,2025-05-24,Laptop,Electronics,ABC Suppliers,Chennai WH,Delhi,Retail,16,55000,880000,2024,In Transit,Credit Card
101281,2025-07-10,2025-07-11,Mouse,Accessories,Tech World,Chennai WH,Mumbai,Wholesale,1,700,700,342,In Transit,Credit Card
101282,2025-03-12,2025-03-19,Desktop,Electronics,Global Supply,Delhi WH,Bangalore,Retail,8,45000,360000,908,Delivered,Credit Card
101283,2025-10-06,2025-10-12,Scanner,Office Supplies,Tech World,Chennai WH,Lucknow,Retail,8,12000,96000,2896,Delivered,Debit Card
101284,2025-03-08,2025-03-13,Scanner,Office Supplies,Prime Distributors,Mumbai WH,Delhi,Retail,17,12000,204000,1155,Delivered,Net Banking
101285,2025-01-07,2025-01-10,Hard Disk,Storage,XYZ Traders,Chennai WH,Lucknow,Retail,5,4200,21000,315,Delivered,Credit Card
101286,2025-04-28,2025-05-04,Hard Disk,Storage,Tech World,Delhi WH,Pune,Wholesale,4,4200,16800,2267,In Transit,UPI
101287,2025-04-20,2025-04-26,Printer,Office Supplies,Prime Distributors,Bangalore WH,Ahmedabad,Retail,9,15000,135000,1637,Delivered,Net Banking
101288,2025-04-04,2025-04-08,Scanner,Office Supplies,XYZ Traders,Chennai WH,Bangalore,Retail,13,12000,156000,2316,Cancelled,Cash
101289,2025-01-06,2025-01-13,Mouse,Accessories,XYZ Traders,Delhi WH,Pune,Wholesale,8,700,5600,976,Delivered,Credit Card
101290,2025-10-17,2025-10-19,Desktop,Electronics,Prime Distributors,Bangalore WH,Mumbai,Wholesale,15,45000,675000,1927,Delivered,UPI
101291,2025-10-31,2025-11-02,Laptop,Electronics,ABC Suppliers,Bangalore WH,Jaipur,Wholesale,5,55000,275000,1817,Delivered,Net Banking
101292,2025-01-19,2025-01-23,Hard Disk,Storage,Prime Distributors,Delhi WH,Chennai,Retail,20,4200,84000,1800,Delayed,UPI
101293,2025-06-16,2025-06-19,Monitor,Electronics,Prime Distributors,Hyderabad WH,Pune,Retail,17,12000,204000,2230,Delivered,UPI
101294,2025-06-16,2025-06-23,Mouse,Accessories,ABC Suppliers,Chennai WH,Ahmedabad,Wholesale,1,700,700,407,Delivered,Net Banking
101295,2025-08-02,2025-08-03,Hard Disk,Storage,Global Supply,Delhi WH,Delhi,Retail,14,4200,58800,354,In Transit,Debit Card
101296,2025-11-04,2025-11-09,Printer,Office Supplies,XYZ Traders,Chennai WH,Kolkata,Wholesale,3,15000,45000,2033,Delivered,UPI
101297,2025-01-15,2025-01-21,Laptop,Electronics,Global Supply,Chennai WH,Chennai,Wholesale,11,55000,605000,1452,In Transit,Net Banking
101298,2025-01-22,2025-01-29,Keyboard,Accessories,Tech World,Delhi WH,Chennai,Retail,5,900,4500,1629,In Transit,Cash
101299,2025-07-09,2025-07-14,SSD,Storage,Prime Distributors,Bangalore WH,Pune,Wholesale,2,5500,11000,1509,Delivered,UPI
101300,2025-04-01,2025-04-04,Printer,Office Supplies,ABC Suppliers,Mumbai WH,Jaipur,Wholesale,1,15000,15000,2099,Delivered,Cash
101301,2025-01-04,2025-01-07,Router,Networking,Prime Distributors,Bangalore WH,Ahmedabad,Retail,20,3500,70000,2033,Delivered,Cash
101302,2025-06-21,2025-06-26,Webcam,Accessories,XYZ Traders,Mumbai WH,Ahmedabad,Wholesale,13,2500,32500,1843,In Transit,Net Banking
101303,2025-01-30,2025-02-03,Mouse,Accessories,Prime Distributors,Chennai WH,Ahmedabad,Wholesale,13,700,9100,1845,Delivered,UPI
101304,2025-06-27,2025-06-30,Office Desk,Furniture,Prime Distributors,Hyderabad WH,Mumbai,Retail,10,15000,150000,2377,In Transit,Cash
101305,2025-07-13,2025-07-14,Router,Networking,ABC Suppliers,Chennai WH,Pune,Wholesale,9,3500,31500,311,Cancelled,UPI
101306,2025-05-31,2025-06-03,SSD,Storage,Prime Distributors,Chennai WH,Lucknow,Wholesale,18,5500,99000,2434,Delayed,Credit Card
101307,2025-07-08,2025-07-12,Office Chair,Furniture,ABC Suppliers,Chennai WH,Ahmedabad,Retail,6,8500,51000,339,Delivered,UPI
101308,2025-05-01,2025-05-08,Office Desk,Furniture,ABC Suppliers,Delhi WH,Kolkata,Retail,17,15000,255000,2054,Delivered,UPI
101309,2025-06-02,2025-06-03,Laptop,Electronics,Global Supply,Hyderabad WH,Ahmedabad,Retail,8,55000,440000,1557,Delivered,Debit Card
101310,2025-07-03,2025-07-10,Hard Disk,Storage,Global Supply,Hyderabad WH,Delhi,Retail,10,4200,42000,1625,Delayed,Credit Card
101311,2025-02-09,2025-02-12,Webcam,Accessories,Tech World,Bangalore WH,Pune,Wholesale,19,2500,47500,902,In Transit,Net Banking
101312,2025-04-29,2025-05-06,SSD,Storage,XYZ Traders,Hyderabad WH,Jaipur,Retail,4,5500,22000,2155,Delivered,UPI
101313,2025-02-25,2025-02-27,Mouse,Accessories,Prime Distributors,Chennai WH,Kolkata,Wholesale,3,700,2100,1223,Delivered,UPI
101314,2025-11-07,2025-11-11,Desktop,Electronics,ABC Suppliers,Hyderabad WH,Pune,Wholesale,4,45000,180000,2992,Delivered,UPI
101315,2025-02-18,2025-02-20,Printer,Office Supplies,Prime Distributors,Hyderabad WH,Hyderabad,Retail,1,15000,15000,381,In Transit,Cash
101316,2025-10-02,2025-10-03,Switch,Networking,Tech World,Mumbai WH,Mumbai,Retail,1,6000,6000,445,In Transit,UPI
101317,2025-08-10,2025-08-16,Laptop,Electronics,Global Supply,Delhi WH,Kolkata,Wholesale,12,55000,660000,2117,Delivered,UPI
101318,2025-10-13,2025-10-14,Router,Networking,XYZ Traders,Mumbai WH,Delhi,Wholesale,3,3500,10500,2670,Delivered,Credit Card
101319,2025-07-01,2025-07-05,Laptop,Electronics,Global Supply,Hyderabad WH,Delhi,Retail,1,55000,55000,856,In Transit,Cash
101320,2025-01-28,2025-02-02,Projector,Electronics,ABC Suppliers,Bangalore WH,Jaipur,Wholesale,6,40000,240000,1902,In Transit,UPI
101321,2025-03-17,2025-03-23,Projector,Electronics,XYZ Traders,Chennai WH,Lucknow,Wholesale,10,40000,400000,1193,Delivered,Net Banking
101322,2025-04-16,2025-04-19,Keyboard,Accessories,Prime Distributors,Bangalore WH,Lucknow,Wholesale,9,900,8100,399,In Transit,UPI
101323,2025-05-13,2025-05-20,Router,Networking,Tech World,Bangalore WH,Jaipur,Retail,6,3500,21000,1773,Delivered,Debit Card
101324,2025-05-07,2025-05-14,Projector,Electronics,Global Supply,Delhi WH,Kolkata,Wholesale,2,40000,80000,2792,Delayed,Cash
101325,2025-09-24,2025-10-01,Switch,Networking,Global Supply,Delhi WH,Jaipur,Wholesale,10,6000,60000,1401,Delivered,UPI
101326,2025-10-26,2025-11-01,Webcam,Accessories,XYZ Traders,Mumbai WH,Bangalore,Wholesale,16,2500,40000,386,Delivered,Debit Card
101327,2025-07-26,2025-08-02,Projector,Electronics,XYZ Traders,Hyderabad WH,Lucknow,Wholesale,4,40000,160000,1646,Delivered,Credit Card
101328,2025-12-11,2025-12-17,Switch,Networking,Global Supply,Bangalore WH,Bangalore,Retail,3,6000,18000,2524,Delivered,Credit Card
101329,2025-09-24,2025-09-27,Projector,Electronics,XYZ Traders,Bangalore WH,Chennai,Retail,10,40000,400000,269,Delivered,Net Banking
101330,2025-12-06,2025-12-08,SSD,Storage,Tech World,Chennai WH,Mumbai,Retail,4,5500,22000,1319,Delivered,Credit Card
101331,2025-09-10,2025-09-12,Router,Networking,Prime Distributors,Delhi WH,Kolkata,Retail,19,3500,66500,948,Delivered,Credit Card
101332,2025-04-29,2025-05-01,Scanner,Office Supplies,XYZ Traders,Bangalore WH,Delhi,Wholesale,11,12000,132000,516,Delivered,Credit Card
101333,2025-11-13,2025-11-20,Switch,Networking,Global Supply,Bangalore WH,Bangalore,Retail,11,6000,66000,2487,Delivered,Cash
101334,2025-03-05,2025-03-11,Office Desk,Furniture,Tech World,Hyderabad WH,Delhi,Retail,18,15000,270000,609,Delivered,UPI
101335,2025-01-04,2025-01-07,Projector,Electronics,Global Supply,Delhi WH,Lucknow,Retail,14,40000,560000,1011,Delivered,Net Banking
101336,2025-08-28,2025-08-29,Projector,Electronics,Global Supply,Delhi WH,Ahmedabad,Wholesale,11,40000,440000,2927,Delivered,Credit Card
101337,2025-03-17,2025-03-20,Scanner,Office Supplies,ABC Suppliers,Delhi WH,Jaipur,Retail,18,12000,216000,604,Delivered,UPI
101338,2025-06-04,2025-06-09,Scanner,Office Supplies,Prime Distributors,Chennai WH,Kolkata,Retail,2,12000,24000,274,Delivered,Cash
101339,2025-08-18,2025-08-19,Keyboard,Accessories,Global Supply,Hyderabad WH,Ahmedabad,Wholesale,2,900,1800,1517,Delivered,Net Banking
101340,2025-12-09,2025-12-10,Scanner,Office Supplies,ABC Suppliers,Mumbai WH,Chennai,Wholesale,19,12000,228000,2057,Cancelled,Cash
101341,2025-10-15,2025-10-20,Printer,Office Supplies,Tech World,Delhi WH,Jaipur,Wholesale,15,15000,225000,1083,Delivered,UPI
101342,2025-03-31,2025-04-06,Printer,Office Supplies,Tech World,Mumbai WH,Delhi,Retail,2,15000,30000,1133,Delivered,Debit Card
101343,2025-06-25,2025-07-02,Printer,Office Supplies,Tech World,Bangalore WH,Hyderabad,Retail,19,15000,285000,1693,Delivered,UPI
101344,2025-11-21,2025-11-25,Mouse,Accessories,Tech World,Chennai WH,Delhi,Wholesale,19,700,13300,439,Delivered,Cash
101345,2025-04-10,2025-04-11,Hard Disk,Storage,Tech World,Bangalore WH,Chennai,Wholesale,16,4200,67200,1514,Delivered,Net Banking
101346,2025-04-16,2025-04-19,Desktop,Electronics,Prime Distributors,Bangalore WH,Delhi,Retail,15,45000,675000,2738,Delivered,Credit Card
101347,2025-04-27,2025-04-29,Router,Networking,ABC Suppliers,Hyderabad WH,Chennai,Retail,12,3500,42000,1269,In Transit,Debit Card
101348,2025-01-03,2025-01-07,SSD,Storage,XYZ Traders,Bangalore WH,Jaipur,Retail,16,5500,88000,2078,Delivered,Net Banking
101349,2025-04-13,2025-04-15,Webcam,Accessories,ABC Suppliers,Delhi WH,Pune,Retail,15,2500,37500,1347,Delivered,Debit Card
101350,2025-08-08,2025-08-10,Keyboard,Accessories,Prime Distributors,Delhi WH,Lucknow,Wholesale,16,900,14400,1881,In Transit,UPI
101351,2025-08-21,2025-08-23,Printer,Office Supplies,ABC Suppliers,Chennai WH,Hyderabad,Wholesale,2,15000,30000,213,Delivered,UPI
101352,2025-03-15,2025-03-17,Desktop,Electronics,Tech World,Delhi WH,Jaipur,Wholesale,19,45000,855000,1085,Delayed,Debit Card
101353,2025-07-13,2025-07-16,Printer,Office Supplies,Prime Distributors,Hyderabad WH,Hyderabad,Retail,20,15000,300000,1615,Delivered,Net Banking
101354,2025-07-17,2025-07-24,Printer,Office Supplies,ABC Suppliers,Chennai WH,Lucknow,Wholesale,4,15000,60000,2410,Delivered,Debit Card
101355,2025-06-04,2025-06-07,Laptop,Electronics,Tech World,Chennai WH,Chennai,Wholesale,20,55000,1100000,769,Delivered,Credit Card
101356,2025-02-28,2025-03-07,Desktop,Electronics,Prime Distributors,Delhi WH,Bangalore,Wholesale,16,45000,720000,1204,Delivered,Cash
101357,2025-04-30,2025-05-03,Hard Disk,Storage,ABC Suppliers,Bangalore WH,Hyderabad,Wholesale,6,4200,25200,695,Delivered,UPI
101358,2025-07-25,2025-07-31,Desktop,Electronics,Global Supply,Bangalore WH,Ahmedabad,Retail,10,45000,450000,614,Delivered,UPI
101359,2025-05-30,2025-06-05,Monitor,Electronics,Tech World,Bangalore WH,Bangalore,Retail,9,12000,108000,1494,Delivered,Net Banking
101360,2025-06-22,2025-06-28,Scanner,Office Supplies,Tech World,Mumbai WH,Delhi,Wholesale,6,12000,72000,2580,Delivered,Net Banking
101361,2025-01-09,2025-01-15,Desktop,Electronics,Global Supply,Bangalore WH,Chennai,Retail,4,45000,180000,1022,Delivered,Debit Card
101362,2025-04-22,2025-04-27,Desktop,Electronics,ABC Suppliers,Hyderabad WH,Jaipur,Wholesale,15,45000,675000,2677,In Transit,Cash
101363,2025-09-06,2025-09-09,Hard Disk,Storage,XYZ Traders,Hyderabad WH,Bangalore,Wholesale,10,4200,42000,2042,In Transit,UPI
101364,2025-09-12,2025-09-17,Router,Networking,ABC Suppliers,Chennai WH,Jaipur,Retail,12,3500,42000,1623,In Transit,Net Banking
101365,2025-07-27,2025-07-30,Router,Networking,Global Supply,Chennai WH,Jaipur,Wholesale,18,3500,63000,2736,Delivered,UPI
101366,2025-03-16,2025-03-17,Office Chair,Furniture,XYZ Traders,Hyderabad WH,Mumbai,Wholesale,2,8500,17000,280,Delivered,Cash
101367,2025-01-18,2025-01-24,Projector,Electronics,ABC Suppliers,Chennai WH,Delhi,Retail,18,40000,720000,1709,Delayed,Debit Card
101368,2025-12-05,2025-12-11,Laptop,Electronics,Prime Distributors,Hyderabad WH,Mumbai,Retail,9,55000,495000,716,Cancelled,Credit Card
101369,2025-10-17,2025-10-21,Desktop,Electronics,ABC Suppliers,Bangalore WH,Chennai,Wholesale,4,45000,180000,2101,Delivered,Credit Card
101370,2025-02-16,2025-02-17,Keyboard,Accessories,XYZ Traders,Hyderabad WH,Mumbai,Retail,12,900,10800,2621,Delivered,Cash
101371,2025-09-24,2025-09-30,Desktop,Electronics,Prime Distributors,Hyderabad WH,Bangalore,Retail,3,45000,135000,1802,Cancelled,UPI
101372,2025-11-11,2025-11-13,Office Desk,Furniture,Tech World,Chennai WH,Bangalore,Retail,19,15000,285000,2559,Delivered,Credit Card
101373,2025-03-06,2025-03-13,Desktop,Electronics,ABC Suppliers,Mumbai WH,Hyderabad,Retail,13,45000,585000,1271,Delivered,Net Banking
101374,2025-08-29,2025-09-02,Laptop,Electronics,Prime Distributors,Hyderabad WH,Chennai,Wholesale,11,55000,605000,270,Delivered,Credit Card
101375,2025-07-25,2025-07-27,SSD,Storage,Tech World,Bangalore WH,Mumbai,Retail,14,5500,77000,2144,Delivered,Cash
101376,2025-08-19,2025-08-23,Office Desk,Furniture,ABC Suppliers,Delhi WH,Ahmedabad,Wholesale,5,15000,75000,1393,Delivered,UPI
101377,2025-01-13,2025-01-15,Desktop,Electronics,XYZ Traders,Hyderabad WH,Delhi,Wholesale,9,45000,405000,1287,In Transit,Debit Card
101378,2025-10-08,2025-10-15,Laptop,Electronics,Tech World,Bangalore WH,Ahmedabad,Retail,7,55000,385000,352,Delayed,Credit Card
101379,2025-04-22,2025-04-24,Switch,Networking,Global Supply,Hyderabad WH,Jaipur,Wholesale,3,6000,18000,401,Delivered,Cash
101380,2025-10-20,2025-10-26,Desktop,Electronics,Tech World,Hyderabad WH,Bangalore,Wholesale,15,45000,675000,2974,Delivered,Cash
101381,2025-07-14,2025-07-15,Desktop,Electronics,Tech World,Hyderabad WH,Chennai,Wholesale,11,45000,495000,2297,Delivered,Credit Card
101382,2025-03-21,2025-03-28,Projector,Electronics,ABC Suppliers,Mumbai WH,Lucknow,Retail,19,40000,760000,1492,In Transit,Net Banking
101383,2025-12-19,2025-12-21,Printer,Office Supplies,Tech World,Hyderabad WH,Delhi,Retail,8,15000,120000,1392,Delivered,Debit Card
101384,2025-02-19,2025-02-22,Keyboard,Accessories,Global Supply,Mumbai WH,Ahmedabad,Retail,14,900,12600,1119,Delivered,Cash
101385,2025-05-31,2025-06-07,Projector,Electronics,Tech World,Hyderabad WH,Chennai,Retail,6,40000,240000,609,Delayed,Debit Card
101386,2025-04-29,2025-04-30,Mouse,Accessories,Tech World,Mumbai WH,Bangalore,Retail,12,700,8400,1670,Delivered,UPI
101387,2025-09-26,2025-09-27,Hard Disk,Storage,Global Supply,Mumbai WH,Mumbai,Retail,9,4200,37800,2767,Delivered,Credit Card
101388,2025-01-27,2025-01-29,Printer,Office Supplies,Global Supply,Hyderabad WH,Kolkata,Retail,3,15000,45000,2059,Delivered,Cash
101389,2025-03-18,2025-03-21,Projector,Electronics,Prime Distributors,Hyderabad WH,Ahmedabad,Wholesale,2,40000,80000,1804,Delivered,Cash
101390,2025-10-18,2025-10-23,Monitor,Electronics,Prime Distributors,Delhi WH,Mumbai,Wholesale,4,12000,48000,1145,Delivered,Net Banking
101391,2025-06-19,2025-06-21,Hard Disk,Storage,XYZ Traders,Hyderabad WH,Chennai,Wholesale,17,4200,71400,399,Delayed,Cash
101392,2025-08-10,2025-08-16,Desktop,Electronics,XYZ Traders,Delhi WH,Lucknow,Wholesale,8,45000,360000,295,Delivered,Net Banking
101393,2025-03-15,2025-03-21,Office Chair,Furniture,Global Supply,Delhi WH,Ahmedabad,Wholesale,9,8500,76500,651,Delivered,UPI
101394,2025-10-20,2025-10-26,Office Desk,Furniture,Global Supply,Bangalore WH,Kolkata,Retail,10,15000,150000,2527,Delivered,Net Banking
101395,2025-09-09,2025-09-16,Office Desk,Furniture,Global Supply,Delhi WH,Lucknow,Wholesale,15,15000,225000,1703,Delivered,Credit Card
101396,2025-12-13,2025-12-15,Router,Networking,ABC Suppliers,Mumbai WH,Delhi,Retail,17,3500,59500,493,Delivered,Cash
101397,2025-08-16,2025-08-19,Office Chair,Furniture,Prime Distributors,Mumbai WH,Hyderabad,Retail,16,8500,136000,1034,Delivered,Net Banking
101398,2025-04-20,2025-04-23,Webcam,Accessories,Global Supply,Delhi WH,Delhi,Retail,4,2500,10000,1931,Delivered,Net Banking
101399,2025-02-28,2025-03-01,Mouse,Accessories,XYZ Traders,Delhi WH,Mumbai,Retail,11,700,7700,2963,In Transit,Cash
101400,2025-07-02,2025-07-05,SSD,Storage,Global Supply,Delhi WH,Delhi,Retail,6,5500,33000,2992,Delivered,Cash
101401,2025-02-26,2025-02-27,Switch,Networking,Global Supply,Bangalore WH,Chennai,Wholesale,7,6000,42000,2405,In Transit,Cash
101402,2025-04-10,2025-04-16,Projector,Electronics,Prime Distributors,Chennai WH,Ahmedabad,Wholesale,1,40000,40000,2248,Delivered,Debit Card
101403,2025-09-11,2025-09-18,Scanner,Office Supplies,Global Supply,Chennai WH,Kolkata,Wholesale,7,12000,84000,337,Delivered,UPI
101404,2025-08-12,2025-08-18,Webcam,Accessories,Global Supply,Chennai WH,Chennai,Retail,1,2500,2500,2182,Delivered,Credit Card
101405,2025-09-15,2025-09-21,Desktop,Electronics,Prime Distributors,Delhi WH,Chennai,Retail,11,45000,495000,1089,Delivered,Cash
101406,2025-10-31,2025-11-01,Laptop,Electronics,XYZ Traders,Chennai WH,Ahmedabad,Retail,5,55000,275000,2055,Delivered,Cash
101407,2025-04-24,2025-05-01,Keyboard,Accessories,ABC Suppliers,Hyderabad WH,Lucknow,Retail,10,900,9000,1848,In Transit,Debit Card
101408,2025-02-23,2025-03-01,Monitor,Electronics,Tech World,Delhi WH,Pune,Wholesale,13,12000,156000,252,Delivered,Net Banking
101409,2025-05-20,2025-05-27,Office Desk,Furniture,ABC Suppliers,Delhi WH,Bangalore,Retail,20,15000,300000,1810,In Transit,Credit Card
101410,2025-03-15,2025-03-20,Mouse,Accessories,Tech World,Delhi WH,Pune,Retail,18,700,12600,2536,Delivered,Debit Card
101411,2025-03-15,2025-03-21,Office Chair,Furniture,XYZ Traders,Mumbai WH,Jaipur,Wholesale,13,8500,110500,1344,Delivered,Net Banking
101412,2025-12-17,2025-12-18,Desktop,Electronics,Prime Distributors,Chennai WH,Lucknow,Wholesale,5,45000,225000,505,Delivered,Debit Card
101413,2025-01-23,2025-01-25,Laptop,Electronics,Tech World,Hyderabad WH,Chennai,Wholesale,14,55000,770000,1456,In Transit,Debit Card
101414,2025-12-28,2026-01-01,Keyboard,Accessories,Tech World,Bangalore WH,Kolkata,Retail,4,900,3600,1279,Delivered,Net Banking
101415,2025-10-14,2025-10-19,Webcam,Accessories,Tech World,Mumbai WH,Kolkata,Retail,12,2500,30000,299,Delivered,UPI
101416,2025-12-21,2025-12-25,Keyboard,Accessories,Prime Distributors,Bangalore WH,Lucknow,Wholesale,18,900,16200,2976,In Transit,Debit Card
101417,2025-11-19,2025-11-25,Printer,Office Supplies,Prime Distributors,Mumbai WH,Kolkata,Retail,7,15000,105000,1560,Delivered,Debit Card
101418,2025-04-17,2025-04-24,Office Chair,Furniture,Prime Distributors,Chennai WH,Jaipur,Wholesale,13,8500,110500,2827,Delivered,Cash
101419,2025-08-23,2025-08-30,Office Desk,Furniture,Prime Distributors,Chennai WH,Pune,Retail,19,15000,285000,2019,Delayed,Net Banking
101420,2025-09-05,2025-09-10,Laptop,Electronics,Tech World,Chennai WH,Ahmedabad,Retail,18,55000,990000,2788,In Transit,Debit Card
101421,2025-08-30,2025-09-05,Desktop,Electronics,Global Supply,Delhi WH,Kolkata,Retail,19,45000,855000,579,In Transit,Credit Card
101422,2025-11-26,2025-12-03,Office Chair,Furniture,Prime Distributors,Bangalore WH,Pune,Wholesale,4,8500,34000,318,Cancelled,Net Banking
101423,2025-02-21,2025-02-28,Hard Disk,Storage,Global Supply,Hyderabad WH,Delhi,Wholesale,4,4200,16800,2384,Delivered,Cash
101424,2025-07-08,2025-07-10,Keyboard,Accessories,Global Supply,Chennai WH,Ahmedabad,Retail,16,900,14400,2332,Delivered,Credit Card
101425,2025-07-12,2025-07-16,Monitor,Electronics,Tech World,Delhi WH,Jaipur,Retail,5,12000,60000,377,Cancelled,Credit Card
101426,2025-03-17,2025-03-22,Scanner,Office Supplies,XYZ Traders,Delhi WH,Jaipur,Wholesale,19,12000,228000,2182,In Transit,Credit Card
101427,2025-02-07,2025-02-11,Webcam,Accessories,XYZ Traders,Chennai WH,Mumbai,Wholesale,3,2500,7500,2433,Delivered,Credit Card
101428,2025-11-10,2025-11-15,Office Chair,Furniture,Tech World,Mumbai WH,Ahmedabad,Retail,13,8500,110500,1884,Delivered,Net Banking
101429,2025-08-29,2025-09-05,Switch,Networking,ABC Suppliers,Mumbai WH,Delhi,Wholesale,13,6000,78000,1870,Delivered,Net Banking
101430,2025-01-16,2025-01-21,Webcam,Accessories,ABC Suppliers,Mumbai WH,Mumbai,Wholesale,5,2500,12500,2405,Delivered,Cash
101431,2025-04-09,2025-04-12,Router,Networking,Tech World,Mumbai WH,Bangalore,Wholesale,7,3500,24500,424,Cancelled,Cash
101432,2025-10-22,2025-10-26,Office Desk,Furniture,Tech World,Hyderabad WH,Pune,Wholesale,16,15000,240000,2593,Delivered,Cash
101433,2025-08-13,2025-08-17,Monitor,Electronics,ABC Suppliers,Mumbai WH,Ahmedabad,Retail,13,12000,156000,2297,In Transit,Cash
101434,2025-02-01,2025-02-07,Router,Networking,ABC Suppliers,Delhi WH,Delhi,Retail,2,3500,7000,1940,Delivered,Debit Card
101435,2025-06-10,2025-06-14,Desktop,Electronics,Tech World,Chennai WH,Jaipur,Wholesale,2,45000,90000,2780,Delivered,Cash
