order_id,customer_id,warehouse_id,order_date,payment_method,order_status
ORD01375,CUST0205,WH005,2025-10-11,Debit Card,Delivered
ORD01376,CUST0950,WH008,2025-10-18,Net Banking,Delivered
ORD01377,CUST0099,WH003,2025-08-12,Net Banking,Delivered
ORD01378,CUST0516,WH006,2025-06-10,Cash,Delivered
ORD01379,CUST0431,WH007,2025-08-27,Cash,Delivered
ORD01380,CUST0028,WH007,2025-10-14,UPI,Shipped
ORD01381,CUST0929,WH005,2025-11-11,Credit Card,Delivered
ORD01382,CUST0131,WH010,2025-07-11,Net Banking,Cancelled
ORD01383,CUST0055,WH007,2025-05-31,Credit Card,Delivered
ORD01384,CUST0474,WH009,2025-01-04,Cash,Shipped
ORD01385,CUST0057,WH005,2025-02-13,UPI,Delivered
ORD01386,CUST0842,WH005,2025-02-19,Net Banking,Delivered
ORD01387,CUST0886,WH001,2025-06-19,UPI,Delivered
ORD01388,CUST0524,WH001,2025-12-12,Credit Card,Delivered
ORD01389,CUST0759,WH008,2025-10-15,Credit Card,Delivered
ORD01390,CUST0656,WH003,2025-12-12,Debit Card,Delivered
ORD01391,CUST0825,WH008,2025-01-04,Net Banking,Delivered
ORD01392,CUST0069,WH001,2025-02-28,Credit Card,Delivered
ORD01393,CUST0533,WH002,2025-03-03,Credit Card,Delivered
ORD01394,CUST0026,WH009,2025-08-31,Cash,Delivered
ORD01395,CUST0308,WH007,2025-03-04,Cash,Returned
ORD01396,CUST0862,WH009,2025-05-01,Debit Card,Shipped
ORD01397,CUST0450,WH010,2025-12-15,UPI,Delivered
ORD01398,CUST0023,WH003,2025-11-22,Credit Card,Shipped
ORD01399,CUST0247,WH003,2025-12-03,Net Banking,Delivered
ORD01400,CUST0206,WH008,2025-10-07,Cash,Delivered
ORD01401,CUST0103,WH010,2025-12-08,Cash,Delivered
ORD01402,CUST0401,WH007,2025-05-21,UPI,Delivered
ORD01403,CUST0152,WH001,2025-08-06,Debit Card,Delivered
ORD01404,CUST0399,WH001,2025-10-16,Net Banking,Delivered
ORD01405,CUST0667,WH010,2025-11-27,Cash,Delivered
ORD01406,CUST0986,WH003,2025-07-01,Cash,Cancelled
ORD01407,CUST0284,WH001,2025-08-23,Credit Card,Delivered
ORD01408,CUST0216,WH006,2025-09-15,Net Banking,Delivered
ORD01409,CUST0179,WH003,2025-02-02,Debit Card,Delivered
ORD01410,CUST0348,WH008,2025-10-16,Credit Card,Delivered
ORD01411,CUST0311,WH007,2025-12-04,UPI,Cancelled
ORD01412,CUST0496,WH007,2025-11-27,Cash,Delivered
ORD01413,CUST0590,WH009,2025-04-03,Net Banking,Delivered
ORD01414,CUST0332,WH010,2025-12-24,Net Banking,Delivered
ORD01415,CUST0850,WH007,2025-11-13,UPI,Delivered
ORD01416,CUST0238,WH002,2025-03-23,UPI,Delivered
ORD01417,CUST0488,WH006,2025-12-14,Credit Card,Returned
ORD01418,CUST0108,WH003,2025-05-02,Cash,Shipped
ORD01419,CUST0945,WH002,2025-08-04,UPI,Delivered
ORD01420,CUST0039,WH002,2025-02-28,Cash,Shipped
ORD01421,CUST0647,WH001,2025-11-07,Credit Card,Delivered
ORD01422,CUST0461,WH007,2025-12-24,Credit Card,Returned
ORD01423,CUST0570,WH004,2025-10-21,Credit Card,Delivered
ORD01424,CUST0696,WH005,2025-08-13,Credit Card,Delivered
ORD01425,CUST0445,WH009,2025-03-24,Credit Card,Delivered
ORD01426,CUST0645,WH002,2025-01-13,Credit Card,Delivered
ORD01427,CUST0915,WH001,2025-03-13,Debit Card,Shipped
ORD01428,CUST0560,WH002,2025-10-18,Debit Card,Delivered
ORD01429,CUST0541,WH008,2025-11-25,Credit Card,Shipped
ORD01430,CUST0848,WH008,2025-10-20,Net Banking,Delivered
ORD01431,CUST0922,WH009,2025-11-13,Credit Card,Shipped
ORD01432,CUST0438,WH007,2025-08-13,UPI,Delivered
ORD01433,CUST0802,WH009,2025-03-07,Debit Card,Delivered
ORD01434,CUST0237,WH001,2025-09-13,Net Banking,Delivered
ORD01435,CUST0230,WH005,2025-01-12,Debit Card,Delivered
ORD01436,CUST0070,WH003,2025-07-03,Debit Card,Delivered
ORD01437,CUST0248,WH009,2025-10-22,Net Banking,Delivered
ORD01438,CUST0634,WH001,2025-07-24,Net Banking,Delivered
ORD01439,CUST0597,WH008,2025-02-26,Debit Card,Delivered
ORD01440,CUST0347,WH007,2025-01-17,Debit Card,Delivered
ORD01441,CUST0143,WH004,2025-01-31,Net Banking,Shipped
ORD01442,CUST0947,WH001,2025-06-18,Credit Card,Delivered
ORD01443,CUST0927,WH010,2025-10-16,UPI,Delivered
ORD01444,CUST0973,WH007,2025-02-06,Net Banking,Delivered
ORD01445,CUST0909,WH009,2025-02-11,Cash,Cancelled
ORD01446,CUST0741,WH001,2025-05-19,UPI,Delivered
ORD01447,CUST0231,WH006,2025-09-17,Cash,Delivered
ORD01448,CUST0022,WH001,2025-04-27,UPI,Shipped
ORD01449,CUST0548,WH010,2025-04-11,Cash,Delivered
ORD01450,CUST0566,WH008,2025-01-10,UPI,Delivered
ORD01451,CUST0713,WH003,2025-07-13,Cash,Delivered
ORD01452,CUST0142,WH002,2025-10-09,Cash,Delivered
ORD01453,CUST0926,WH006,2025-11-12,Debit Card,Delivered
ORD01454,CUST0941,WH001,2025-08-12,Credit Card,Delivered
ORD01455,CUST0011,WH004,2025-10-29,Cash,Delivered
ORD01456,CUST0582,WH001,2025-10-02,UPI,Cancelled
ORD01457,CUST0833,WH001,2025-05-08,UPI,Delivered
ORD01458,CUST0185,WH005,2025-08-13,UPI,Delivered
ORD01459,CUST0671,WH004,2025-11-05,Debit Card,Delivered
ORD01460,CUST0491,WH002,2025-07-23,UPI,Delivered
ORD01461,CUST0211,WH008,2025-10-06,Debit Card,Cancelled
ORD01462,CUST0455,WH005,2025-04-23,Debit Card,Shipped
ORD01463,CUST0890,WH004,2025-05-30,Net Banking,Cancelled
ORD01464,CUST0715,WH009,2025-06-13,Net Banking,Delivered
ORD01465,CUST0923,WH007,2025-06-27,Net Banking,Delivered
ORD01466,CUST0209,WH003,2025-02-10,Net Banking,Delivered
ORD01467,CUST0216,WH002,2025-10-11,Debit Card,Delivered
ORD01468,CUST0037,WH004,2025-03-14,Cash,Delivered
ORD01469,CUST0976,WH002,2025-08-21,UPI,Delivered
ORD01470,CUST0277,WH005,2025-01-18,Net Banking,Delivered
ORD01471,CUST0062,WH005,2025-02-13,Net Banking,Delivered
ORD01472,CUST0884,WH007,2025-01-10,Cash,Delivered
ORD01473,CUST0211,WH007,2025-04-25,Credit Card,Delivered
ORD01474,CUST0054,WH005,2025-09-30,UPI,Delivered
ORD01475,CUST0960,WH001,2025-06-28,Net Banking,Shipped
ORD01476,CUST0945,WH005,2025-06-22,Net Banking,Delivered
ORD01477,CUST0350,WH010,2025-01-15,Cash,Shipped
ORD01478,CUST0827,WH002,2025-01-30,Net Banking,Delivered
ORD01479,CUST0295,WH009,2025-12-14,Cash,Delivered
ORD01480,CUST0788,WH009,2025-10-18,Debit Card,Delivered
ORD01481,CUST0479,WH004,2025-07-15,Credit Card,Cancelled
ORD01482,CUST0819,WH005,2025-05-24,UPI,Returned
ORD01483,CUST0303,WH006,2025-10-05,Net Banking,Delivered
ORD01484,CUST0281,WH006,2025-11-12,Debit Card,Delivered
ORD01485,CUST0830,WH010,2025-12-01,UPI,Delivered
ORD01486,CUST0677,WH006,2025-10-19,Debit Card,Shipped
ORD01487,CUST0474,WH001,2025-08-16,Cash,Delivered
ORD01488,CUST0990,WH006,2025-01-19,Cash,Delivered
ORD01489,CUST0224,WH007,2025-10-12,UPI,Delivered
ORD01490,CUST0284,WH010,2025-02-10,Net Banking,Delivered
ORD01491,CUST0452,WH003,2025-02-02,Debit Card,Shipped
ORD01492,CUST0266,WH008,2025-05-22,Credit Card,Delivered
ORD01493,CUST0151,WH010,2025-03-31,UPI,Delivered
ORD01494,CUST0040,WH003,2025-12-02,Net Banking,Shipped
ORD01495,CUST0325,WH001,2025-10-24,Net Banking,Delivered
ORD01496,CUST0975,WH005,2025-02-01,Debit Card,Delivered
ORD01497,CUST0554,WH001,2025-06-30,Net Banking,Delivered
ORD01498,CUST0080,WH009,2025-02-25,Cash,Delivered
ORD01499,CUST0243,WH004,2025-02-09,Debit Card,Delivered
ORD01500,CUST0426,WH002,2025-12-15,Cash,Cancelled
ORD01501,CUST0026,WH006,2025-03-15,Net Banking,Shipped
ORD01502,CUST0999,WH007,2025-06-21,Debit Card,Delivered
ORD01503,CUST0637,WH001,2025-05-31,Credit Card,Delivered
ORD01504,CUST0953,WH003,2025-05-29,Net Banking,Delivered
ORD01505,CUST0217,WH006,2025-11-08,Net Banking,Delivered
ORD01506,CUST0803,WH010,2025-09-18,Debit Card,Cancelled
ORD01507,CUST0851,WH010,2025-07-13,UPI,Delivered
ORD01508,CUST0391,WH002,2025-03-18,UPI,Returned
ORD01509,CUST0579,WH009,2025-04-25,Net Banking,Delivered
ORD01510,CUST0552,WH002,2025-08-03,Net Banking,Shipped
ORD01511,CUST0484,WH009,2025-11-07,Net Banking,Delivered
ORD01512,CUST0200,WH010,2025-05-18,Debit Card,Cancelled
ORD01513,CUST0249,WH006,2025-06-18,Credit Card,Delivered
ORD01514,CUST0710,WH004,2025-03-01,Cash,Delivered
ORD01515,CUST0371,WH002,2025-07-29,Debit Card,Delivered
ORD01516,CUST0937,WH006,2025-02-09,Cash,Delivered
ORD01517,CUST0806,WH007,2025-08-18,Credit Card,Delivered
ORD01518,CUST0948,WH009,2025-03-06,Credit Card,Shipped
ORD01519,CUST0691,WH010,2025-07-28,Credit Card,Delivered
ORD01520,CUST0350,WH006,2025-05-27,UPI,Delivered
ORD01521,CUST0518,WH003,2025-08-04,Net Banking,Delivered
ORD01522,CUST0922,WH003,2025-04-12,Cash,Delivered
ORD01523,CUST0429,WH005,2025-03-03,Net Banking,Delivered
ORD01524,CUST0761,WH002,2025-08-29,Credit Card,Shipped
ORD01525,CUST0025,WH003,2025-08-09,UPI,Delivered
ORD01526,CUST0941,WH007,2025-09-29,Cash,Delivered
ORD01527,CUST0714,WH009,2025-07-25,Credit Card,Delivered
ORD01528,CUST0345,WH006,2025-03-02,Net Banking,Delivered
ORD01529,CUST0740,WH001,2025-02-25,UPI,Delivered
ORD01530,CUST0973,WH008,2025-07-01,Cash,Delivered
ORD01531,CUST0297,WH008,2025-08-12,Credit Card,Delivered
ORD01532,CUST0939,WH009,2025-10-29,UPI,Delivered
ORD01533,CUST0608,WH010,2025-01-04,Debit Card,Delivered
ORD01534,CUST0389,WH006,2025-08-21,Cash,Delivered
ORD01535,CUST0287,WH002,2025-10-29,Credit Card,Delivered
ORD01536,CUST0050,WH010,2025-06-24,Net Banking,Cancelled
ORD01537,CUST0521,WH007,2025-10-24,Debit Card,Delivered
ORD01538,CUST0776,WH003,2025-06-13,Credit Card,Delivered
ORD01539,CUST0441,WH009,2025-04-18,Debit Card,Delivered
ORD01540,CUST0322,WH002,2025-11-12,Debit Card,Delivered
ORD01541,CUST0295,WH005,2025-03-02,Cash,Delivered
ORD01542,CUST0296,WH005,2025-03-28,Net Banking,Shipped
ORD01543,CUST0683,WH005,2025-04-29,Credit Card,Delivered
ORD01544,CUST0859,WH009,2025-10-10,Credit Card,Delivered
ORD01545,CUST0983,WH009,2025-01-21,Net Banking,Shipped
ORD01546,CUST0501,WH001,2025-01-04,Debit Card,Delivered
ORD01547,CUST0437,WH008,2025-10-20,Net Banking,Delivered
ORD01548,CUST0303,WH002,2025-08-21,UPI,Delivered
ORD01549,CUST0506,WH005,2025-08-10,UPI,Shipped
ORD01550,CUST0750,WH002,2025-05-23,Debit Card,Shipped
ORD01551,CUST0745,WH002,2025-04-24,Debit Card,Delivered
ORD01552,CUST0283,WH008,2025-06-21,Net Banking,Delivered
ORD01553,CUST0724,WH006,2025-02-07,UPI,Delivered
ORD01554,CUST0814,WH009,2025-12-28,Debit Card,Delivered
ORD01555,CUST0677,WH001,2025-10-13,UPI,Delivered
ORD01556,CUST0386,WH004,2025-10-28,Credit Card,Delivered
ORD01557,CUST0497,WH003,2025-03-19,Cash,Delivered
ORD01558,CUST0651,WH002,2025-04-12,Net Banking,Shipped
ORD01559,CUST0004,WH007,2025-04-20,UPI,Delivered
ORD01560,CUST0214,WH003,2025-11-09,UPI,Delivered
ORD01561,CUST0629,WH007,2025-05-15,Net Banking,Delivered
ORD01562,CUST0496,WH009,2025-06-28,Credit Card,Cancelled
ORD01563,CUST0897,WH005,2025-04-29,Cash,Delivered
ORD01564,CUST0402,WH010,2025-11-19,Debit Card,Delivered
ORD01565,CUST0099,WH004,2025-06-01,UPI,Returned
ORD01566,CUST0430,WH008,2025-05-28,Debit Card,Delivered
ORD01567,CUST0119,WH003,2025-08-06,Cash,Returned
ORD01568,CUST0117,WH006,2025-12-05,Cash,Delivered
ORD01569,CUST0861,WH008,2025-09-05,Net Banking,Delivered
ORD01570,CUST0030,WH005,2025-05-01,Debit Card,Delivered
ORD01571,CUST0063,WH009,2025-07-29,Debit Card,Delivered
ORD01572,CUST0422,WH007,2025-06-12,Cash,Delivered
ORD01573,CUST0935,WH001,2025-05-14,Debit Card,Delivered
ORD01574,CUST0348,WH001,2025-04-23,Debit Card,Delivered
ORD01575,CUST0587,WH003,2025-04-24,Net Banking,Delivered
ORD01576,CUST0113,WH010,2025-11-17,Net Banking,Delivered
ORD01577,CUST0553,WH001,2025-11-06,UPI,Shipped
ORD01578,CUST0800,WH006,2025-02-16,Debit Card,Shipped
ORD01579,CUST0065,WH001,2025-10-11,Net Banking,Delivered
ORD01580,CUST0204,WH003,2025-10-02,Net Banking,Delivered
ORD01581,CUST0298,WH003,2025-04-28,Debit Card,Delivered
ORD01582,CUST0567,WH004,2025-04-21,UPI,Delivered
ORD01583,CUST0774,WH009,2025-01-11,UPI,Delivered
ORD01584,CUST0044,WH003,2025-09-06,Debit Card,Delivered
ORD01585,CUST0647,WH004,2025-04-28,UPI,Delivered
ORD01586,CUST0833,WH007,2025-03-05,Cash,Delivered
ORD01587,CUST0883,WH002,2025-05-19,UPI,Delivered
ORD01588,CUST0781,WH007,2025-12-27,UPI,Delivered
ORD01589,CUST0620,WH003,2025-10-05,UPI,Delivered
ORD01590,CUST0199,WH010,2025-07-20,Debit Card,Shipped
ORD01591,CUST0525,WH001,2025-08-06,Debit Card,Delivered
ORD01592,CUST0103,WH005,2025-04-14,Net Banking,Delivered
ORD01593,CUST0440,WH002,2025-05-30,Credit Card,Returned
ORD01594,CUST0286,WH008,2025-10-15,Debit Card,Cancelled
ORD01595,CUST0519,WH004,2025-10-01,Cash,Delivered
ORD01596,CUST0746,WH007,2025-09-12,Debit Card,Shipped
ORD01597,CUST0464,WH004,2025-02-25,Net Banking,Returned
ORD01598,CUST0790,WH004,2025-07-23,Cash,Delivered
ORD01599,CUST0112,WH005,2025-10-16,Debit Card,Delivered
ORD01600,CUST1000,WH002,2025-11-19,UPI,Delivered
ORD01601,CUST0886,WH008,2025-04-17,Net Banking,Delivered
ORD01602,CUST0413,WH010,2025-03-14,Cash,Delivered
ORD01603,CUST0779,WH004,2025-10-18,UPI,Shipped
ORD01604,CUST0422,WH005,2025-05-10,Debit Card,Shipped
ORD01605,CUST0330,WH010,2025-01-19,Net Banking,Delivered
ORD01606,CUST0275,WH004,2025-01-03,Net Banking,Shipped
ORD01607,CUST0512,WH006,2025-10-07,Credit Card,Delivered
ORD01608,CUST0495,WH009,2025-12-29,Net Banking,Shipped
ORD01609,CUST0944,WH002,2025-02-11,Cash,Delivered
ORD01610,CUST0131,WH001,2025-07-12,Credit Card,Delivered
ORD01611,CUST0171,WH004,2025-03-04,Cash,Shipped
ORD01612,CUST0040,WH007,2025-02-28,Cash,Delivered
ORD01613,CUST0499,WH003,2025-09-26,Net Banking,Delivered
ORD01614,CUST0304,WH002,2025-01-05,Cash,Returned
ORD01615,CUST0278,WH009,2025-12-13,Debit Card,Delivered
ORD01616,CUST0578,WH003,2025-07-10,Credit Card,Delivered
ORD01617,CUST0210,WH010,2025-12-17,Debit Card,Delivered
ORD01618,CUST0484,WH008,2025-05-09,Credit Card,Cancelled
ORD01619,CUST0169,WH009,2025-03-11,Cash,Delivered
ORD01620,CUST0184,WH003,2025-08-02,Cash,Delivered
ORD01621,CUST0320,WH004,2025-01-03,Credit Card,Delivered
ORD01622,CUST0470,WH006,2025-10-03,UPI,Delivered
ORD01623,CUST0609,WH003,2025-08-28,UPI,Delivered
ORD01624,CUST0905,WH004,2025-10-14,Debit Card,Delivered
ORD01625,CUST0282,WH005,2025-04-09,Cash,Delivered
ORD01626,CUST0377,WH010,2025-06-06,Cash,Cancelled
ORD01627,CUST0555,WH004,2025-10-15,UPI,Delivered
ORD01628,CUST0749,WH004,2025-02-22,Debit Card,Delivered
ORD01629,CUST0105,WH003,2025-10-16,Net Banking,Delivered
ORD01630,CUST0339,WH010,2025-07-16,Net Banking,Delivered
ORD01631,CUST0685,WH008,2025-11-12,Credit Card,Delivered
ORD01632,CUST0222,WH002,2025-04-29,Net Banking,Delivered
ORD01633,CUST0487,WH001,2025-03-26,Debit Card,Delivered
ORD01634,CUST0141,WH009,2025-01-27,Cash,Delivered
ORD01635,CUST0335,WH005,2025-08-30,Net Banking,Shipped
ORD01636,CUST0574,WH007,2025-05-04,Cash,Shipped
ORD01637,CUST0486,WH006,2025-12-28,Debit Card,Shipped
ORD01638,CUST0544,WH002,2025-06-12,Net Banking,Shipped
ORD01639,CUST0969,WH005,2025-03-27,Credit Card,Shipped
ORD01640,CUST0453,WH008,2025-10-14,Debit Card,Delivered
ORD01641,CUST0922,WH007,2025-10-13,Debit Card,Delivered
ORD01642,CUST0876,WH008,2025-07-07,Debit Card,Delivered
ORD01643,CUST0632,WH009,2025-04-20,Credit Card,Delivered
ORD01644,CUST0956,WH001,2025-04-02,Credit Card,Delivered
ORD01645,CUST0200,WH001,2025-09-27,Net Banking,Delivered
ORD01646,CUST0933,WH006,2025-02-18,Debit Card,Delivered
ORD01647,CUST0622,WH005,2025-01-07,UPI,Delivered
ORD01648,CUST0491,WH007,2025-11-25,UPI,Returned
ORD01649,CUST0260,WH005,2025-12-27,UPI,Returned
ORD01650,CUST0884,WH008,2025-01-16,Net Banking,Delivered
ORD01651,CUST0178,WH008,2025-09-09,Net Banking,Shipped
ORD01652,CUST0379,WH001,2025-01-20,Net Banking,Cancelled
ORD01653,CUST0723,WH003,2025-03-20,Credit Card,Delivered
ORD01654,CUST0058,WH008,2025-03-03,UPI,Delivered
ORD01655,CUST0285,WH004,2025-10-06,Net Banking,Delivered
ORD01656,CUST0858,WH006,2025-06-20,Credit Card,Cancelled
ORD01657,CUST0740,WH006,2025-10-28,Net Banking,Delivered
ORD01658,CUST0413,WH007,2025-12-07,UPI,Delivered
ORD01659,CUST0152,WH005,2025-09-14,UPI,Delivered
ORD01660,CUST0283,WH010,2025-01-23,Credit Card,Delivered
ORD01661,CUST0178,WH001,2025-07-29,Debit Card,Delivered
ORD01662,CUST0121,WH006,2025-06-29,Cash,Delivered
ORD01663,CUST0089,WH010,2025-12-23,Cash,Delivered
ORD01664,CUST0187,WH002,2025-02-16,Credit Card,Delivered
ORD01665,CUST0989,WH001,2025-11-17,Credit Card,Shipped
ORD01666,CUST0654,WH006,2025-04-22,Cash,Delivered
ORD01667,CUST0316,WH004,2025-05-07,Credit Card,Delivered
ORD01668,CUST0723,WH005,2025-07-14,Credit Card,Delivered
ORD01669,CUST0324,WH007,2025-10-17,Credit Card,Shipped
ORD01670,CUST0905,WH004,2025-05-20,Credit Card,Returned
ORD01671,CUST0715,WH008,2025-05-13,Debit Card,Delivered
ORD01672,CUST0593,WH006,2025-07-01,Debit Card,Shipped
ORD01673,CUST0461,WH003,2025-09-25,UPI,Cancelled
ORD01674,CUST0395,WH003,2025-10-27,Net Banking,Delivered
ORD01675,CUST0445,WH006,2025-12-26,Debit Card,Delivered
ORD01676,CUST0992,WH009,2025-12-25,Net Banking,Shipped
ORD01677,CUST0093,WH009,2025-05-18,Credit Card,Delivered
ORD01678,CUST0268,WH001,2025-08-28,UPI,Delivered
ORD01679,CUST0191,WH008,2025-11-20,Credit Card,Delivered
ORD01680,CUST0382,WH010,2025-06-15,Cash,Delivered
ORD01681,CUST0331,WH002,2025-01-18,Debit Card,Shipped
ORD01682,CUST0163,WH007,2025-01-05,Cash,Delivered
ORD01683,CUST0925,WH002,2025-11-28,Credit Card,Cancelled
ORD01684,CUST0167,WH008,2025-06-06,Net Banking,Delivered
ORD01685,CUST0450,WH010,2025-01-12,Cash,Delivered
ORD01686,CUST0446,WH007,2025-12-22,Cash,Shipped
ORD01687,CUST0741,WH006,2025-05-10,Net Banking,Delivered
ORD01688,CUST0411,WH005,2025-12-14,UPI,Returned
ORD01689,CUST0782,WH009,2025-04-30,UPI,Delivered
ORD01690,CUST0977,WH010,2025-05-18,Cash,Delivered
ORD01691,CUST0525,WH003,2025-03-25,Debit Card,Cancelled
ORD01692,CUST0966,WH009,2025-12-24,Credit Card,Returned
ORD01693,CUST0770,WH003,2025-10-18,Credit Card,Delivered
ORD01694,CUST0994,WH002,2025-01-28,Debit Card,Shipped
ORD01695,CUST0821,WH006,2025-03-14,Cash,Delivered
ORD01696,CUST0001,WH003,2025-08-24,Credit Card,Cancelled
ORD01697,CUST0315,WH002,2025-06-04,Credit Card,Delivered
ORD01698,CUST0448,WH002,2025-04-15,Credit Card,Delivered
ORD01699,CUST0866,WH006,2025-10-12,UPI,Delivered
ORD01700,CUST0103,WH008,2025-06-26,Net Banking,Delivered
ORD01701,CUST0218,WH008,2025-12-24,Cash,Shipped
ORD01702,CUST0249,WH002,2025-12-28,Cash,Delivered
ORD01703,CUST0410,WH006,2025-03-10,Debit Card,Shipped
ORD01704,CUST0612,WH007,2025-08-06,Net Banking,Delivered
ORD01705,CUST0686,WH010,2025-09-08,UPI,Delivered
ORD01706,CUST0183,WH004,2025-11-08,Debit Card,Delivered
ORD01707,CUST0843,WH001,2025-09-14,Net Banking,Delivered
ORD01708,CUST0937,WH002,2025-07-23,Credit Card,Delivered
ORD01709,CUST0046,WH004,2025-04-07,Debit Card,Delivered
ORD01710,CUST0394,WH003,2025-06-23,Cash,Delivered
ORD01711,CUST0397,WH008,2025-06-09,UPI,Delivered
ORD01712,CUST0184,WH003,2025-08-04,Cash,Delivered
ORD01713,CUST0477,WH002,2025-02-24,Debit Card,Delivered
ORD01714,CUST0672,WH007,2025-02-21,UPI,Delivered
ORD01715,CUST0589,WH009,2025-03-07,Cash,Delivered
ORD01716,CUST0498,WH007,2025-01-06,Cash,Shipped
ORD01717,CUST0436,WH005,2025-06-05,UPI,Delivered
ORD01718,CUST0515,WH006,2025-08-19,Cash,Delivered
ORD01719,CUST0996,WH006,2025-10-01,UPI,Shipped
ORD01720,CUST0545,WH007,2025-08-06,UPI,Delivered
ORD01721,CUST0971,WH010,2025-06-22,Debit Card,Delivered
ORD01722,CUST0746,WH008,2025-11-11,Cash,Delivered
ORD01723,CUST0041,WH002,2025-05-25,Cash,Delivered
ORD01724,CUST0911,WH010,2025-01-26,Debit Card,Delivered
ORD01725,CUST0692,WH005,2025-06-22,UPI,Delivered
ORD01726,CUST0301,WH006,2025-04-02,Cash,Delivered
ORD01727,CUST0305,WH001,2025-06-16,Net Banking,Delivered
ORD01728,CUST0545,WH007,2025-01-19,Credit Card,Delivered
ORD01729,CUST0097,WH003,2025-10-01,Credit Card,Delivered
ORD01730,CUST0915,WH005,2025-08-09,Debit Card,Returned
ORD01731,CUST0633,WH004,2025-12-19,Net Banking,Delivered
ORD01732,CUST0079,WH006,2025-01-21,Debit Card,Delivered
ORD01733,CUST0742,WH002,2025-11-08,Cash,Delivered
ORD01734,CUST0346,WH005,2025-02-10,Cash,Delivered
ORD01735,CUST0974,WH005,2025-04-05,UPI,Shipped
ORD01736,CUST0989,WH002,2025-08-10,Credit Card,Delivered
ORD01737,CUST0631,WH009,2025-06-05,Net Banking,Shipped
ORD01738,CUST0711,WH001,2025-05-05,Debit Card,Delivered
ORD01739,CUST0779,WH007,2025-04-21,Debit Card,Delivered
ORD01740,CUST0284,WH009,2025-04-06,UPI,Delivered
ORD01741,CUST0695,WH005,2025-04-03,Debit Card,Delivered
ORD01742,CUST0020,WH007,2025-04-17,Credit Card,Delivered
ORD01743,CUST0614,WH006,2025-08-25,UPI,Delivered
ORD01744,CUST0727,WH006,2025-01-10,Credit Card,Delivered
ORD01745,CUST0746,WH010,2025-05-28,Cash,Delivered
ORD01746,CUST0610,WH006,2025-11-22,Net Banking,Delivered
ORD01747,CUST0013,WH006,2025-10-13,Debit Card,Delivered
ORD01748,CUST0156,WH008,2025-08-16,Cash,Delivered
ORD01749,CUST0175,WH007,2025-12-24,Debit Card,Delivered
ORD01750,CUST0873,WH010,2025-12-05,UPI,Delivered
ORD01751,CUST0354,WH002,2025-10-15,Credit Card,Delivered
ORD01752,CUST0379,WH005,2025-09-29,Debit Card,Shipped
ORD01753,CUST0691,WH008,2025-08-20,UPI,Delivered
ORD01754,CUST0171,WH010,2025-10-27,Debit Card,Delivered
ORD01755,CUST0784,WH001,2025-08-01,Debit Card,Delivered
ORD01756,CUST0241,WH007,2025-09-09,Net Banking,Delivered
ORD01757,CUST0972,WH002,2025-11-07,UPI,Delivered
ORD01758,CUST0114,WH010,2025-04-19,Debit Card,Delivered
ORD01759,CUST0786,WH007,2025-03-23,Net Banking,Delivered
ORD01760,CUST0429,WH010,2025-04-22,Debit Card,Delivered
ORD01761,CUST0646,WH002,2025-07-05,Debit Card,Delivered
ORD01762,CUST0402,WH004,2025-09-30,Cash,Delivered
ORD01763,CUST0294,WH008,2025-08-26,Credit Card,Cancelled
ORD01764,CUST0410,WH005,2025-04-01,UPI,Delivered
ORD01765,CUST0782,WH008,2025-06-21,Credit Card,Delivered
ORD01766,CUST0393,WH010,2025-02-20,Cash,Returned
ORD01767,CUST0194,WH001,2025-07-30,Net Banking,Delivered
ORD01768,CUST0635,WH009,2025-11-09,UPI,Delivered
ORD01769,CUST0969,WH001,2025-07-29,Debit Card,Delivered
ORD01770,CUST0583,WH008,2025-03-27,UPI,Returned
ORD01771,CUST0761,WH010,2025-01-12,Cash,Delivered
ORD01772,CUST0871,WH003,2025-04-09,Cash,Delivered
ORD01773,CUST0180,WH008,2025-05-03,Credit Card,Delivered
ORD01774,CUST0067,WH001,2025-05-31,Credit Card,Delivered
ORD01775,CUST0251,WH010,2025-08-24,Cash,Returned
ORD01776,CUST0997,WH008,2025-04-01,Net Banking,Delivered
ORD01777,CUST0858,WH006,2025-11-06,Credit Card,Delivered
ORD01778,CUST0008,WH001,2025-02-05,Cash,Shipped
ORD01779,CUST0883,WH007,2025-08-29,UPI,Shipped
ORD01780,CUST0905,WH009,2025-05-14,UPI,Delivered
ORD01781,CUST0663,WH009,2025-11-07,UPI,Delivered
ORD01782,CUST0300,WH007,2025-01-31,UPI,Delivered
ORD01783,CUST0645,WH008,2025-09-19,Cash,Shipped
ORD01784,CUST0150,WH005,2025-02-23,Net Banking,Shipped
ORD01785,CUST0740,WH003,2025-02-27,Debit Card,Delivered
ORD01786,CUST0146,WH004,2025-06-23,Cash,Delivered
ORD01787,CUST0338,WH002,2025-02-19,Cash,Cancelled
ORD01788,CUST0771,WH004,2025-09-09,Debit Card,Delivered
ORD01789,CUST0456,WH006,2025-12-19,Cash,Delivered
ORD01790,CUST0282,WH010,2025-10-18,UPI,Shipped
ORD01791,CUST0535,WH005,2025-03-17,UPI,Delivered
ORD01792,CUST0578,WH006,2025-07-09,Debit Card,Delivered
ORD01793,CUST0582,WH005,2025-03-23,Cash,Delivered
ORD01794,CUST0302,WH003,2025-12-11,Credit Card,Delivered
