Order_ID,Order_Date,Delivery_Date,Product,Category,Supplier,Warehouse,City,State,Customer_Type,Order_Quantity,Unit_Price,Gross_Sales,Discount_Percentage,Discount_Amount,Net_Sales,Cost_Price,Total_Cost,Profit,Shipping_Cost,Delivery_Status,Payment_Method,Delivery_Days,Customer_Rating,Order_Priority
102854,2026-06-10,2026-06-16,Laptop,Electronics,XYZ Traders,Hyderabad WH,Bangalore,Karnataka,Wholesale,18,55000,990000,0,0.0,990000.0,33531,603558,386442.0,1699,Delivered,UPI,6,2,Low
102855,2026-03-31,2026-04-06,Office Chair,Furniture,Global Supply,Delhi WH,Pune,Maharashtra,Wholesale,12,8500,102000,5,5100.0,96900.0,6151,73812,23088.0,2740,In Transit,Debit Card,6,2,Medium
102856,2026-02-28,2026-03-06,Hard Disk,Storage,Global Supply,Bangalore WH,Delhi,Delhi,Wholesale,2,4200,8400,10,840.0,7560.0,2760,5520,2040.0,1640,Delivered,UPI,6,4,High
102857,2026-10-07,2026-10-12,Keyboard,Accessories,ABC Suppliers,Hyderabad WH,Delhi,Delhi,Wholesale,3,900,2700,0,0.0,2700.0,635,1905,795.0,1029,Delivered,Net Banking,5,1,Medium
102858,2026-12-25,2026-12-28,Webcam,Accessories,ABC Suppliers,Hyderabad WH,Ahmedabad,Gujarat,Wholesale,18,2500,45000,15,6750.0,38250.0,1441,25938,12312.0,1166,In Transit,UPI,3,2,Medium
102859,2026-07-18,2026-07-23,Laptop,Electronics,Tech World,Hyderabad WH,Kolkata,West Bengal,Wholesale,3,55000,165000,15,24750.0,140250.0,37190,111570,28680.0,1170,In Transit,UPI,5,3,High
102860,2026-02-10,2026-02-13,Laptop,Electronics,XYZ Traders,Mumbai WH,Hyderabad,Telangana,Wholesale,15,55000,825000,5,41250.0,783750.0,36192,542880,240870.0,980,Delivered,UPI,3,2,High
102861,2026-12-07,2026-12-10,Router,Networking,Global Supply,Hyderabad WH,Kolkata,West Bengal,Retail,11,3500,38500,5,1925.0,36575.0,2732,30052,6523.0,217,Delivered,Cash,3,2,Medium
102862,2026-06-25,2026-07-01,Switch,Networking,Tech World,Mumbai WH,Kolkata,West Bengal,Retail,15,6000,90000,10,9000.0,81000.0,3783,56745,24255.0,632,Delivered,Debit Card,6,2,High
102863,2026-12-06,2026-12-10,Laptop,Electronics,Prime Distributors,Mumbai WH,Bangalore,Karnataka,Wholesale,11,55000,605000,15,90750.0,514250.0,36880,405680,108570.0,2696,Delivered,Net Banking,4,1,Medium
102864,2026-05-31,2026-06-01,Monitor,Electronics,ABC Suppliers,Bangalore WH,Kolkata,West Bengal,Wholesale,8,12000,96000,15,14400.0,81600.0,8431,67448,14152.0,1231,Delivered,UPI,1,4,Medium
102865,2026-04-02,2026-04-05,Mouse,Accessories,Tech World,Delhi WH,Mumbai,Maharashtra,Wholesale,14,700,9800,15,1470.0,8330.0,478,6692,1638.0,1149,Delivered,Debit Card,3,5,Medium
102866,2026-09-12,2026-09-18,Monitor,Electronics,Tech World,Mumbai WH,Ahmedabad,Gujarat,Retail,7,12000,84000,15,12600.0,71400.0,7127,49889,21511.0,2920,Delivered,Debit Card,6,5,Medium
102867,2026-04-15,2026-04-22,Router,Networking,Prime Distributors,Mumbai WH,Pune,Maharashtra,Wholesale,19,3500,66500,10,6650.0,59850.0,2421,45999,13851.0,2653,Delivered,Credit Card,7,4,Low
102868,2026-08-15,2026-08-20,Webcam,Accessories,Tech World,Hyderabad WH,Ahmedabad,Gujarat,Wholesale,2,2500,5000,10,500.0,4500.0,1733,3466,1034.0,2431,Delivered,Debit Card,5,4,High
102869,2026-07-04,2026-07-11,Office Desk,Furniture,Tech World,Hyderabad WH,Jaipur,Rajasthan,Wholesale,2,15000,30000,15,4500.0,25500.0,9230,18460,7040.0,946,In Transit,Net Banking,7,5,High
102870,2026-05-19,2026-05-20,Router,Networking,Tech World,Mumbai WH,Hyderabad,Telangana,Wholesale,1,3500,3500,10,350.0,3150.0,2720,2720,430.0,1041,Delivered,UPI,1,1,High
102871,2026-01-31,2026-02-07,Office Desk,Furniture,ABC Suppliers,Bangalore WH,Chennai,Tamil Nadu,Retail,3,15000,45000,15,6750.0,38250.0,10860,32580,5670.0,1330,Delivered,UPI,7,1,High
102872,2026-08-21,2026-08-27,Switch,Networking,Prime Distributors,Hyderabad WH,Jaipur,Rajasthan,Wholesale,9,6000,54000,5,2700.0,51300.0,3497,31473,19827.0,446,Delivered,Credit Card,6,1,Low
102873,2026-06-22,2026-06-28,Printer,Office Supplies,Prime Distributors,Chennai WH,Ahmedabad,Gujarat,Wholesale,7,15000,105000,0,0.0,105000.0,8612,60284,44716.0,1184,Delivered,Debit Card,6,3,Low
102874,2026-06-23,2026-06-25,Switch,Networking,Tech World,Hyderabad WH,Jaipur,Rajasthan,Retail,20,6000,120000,10,12000.0,108000.0,4384,87680,20320.0,2813,Delivered,UPI,2,5,Low
102875,2026-09-05,2026-09-10,Monitor,Electronics,Tech World,Delhi WH,Jaipur,Rajasthan,Retail,1,12000,12000,10,1200.0,10800.0,7870,7870,2930.0,1579,Delivered,Debit Card,5,5,High
102876,2026-01-28,2026-01-31,Laptop,Electronics,Prime Distributors,Hyderabad WH,Delhi,Delhi,Retail,16,55000,880000,15,132000.0,748000.0,34126,546016,201984.0,2589,In Transit,Cash,3,3,Low
102877,2026-08-25,2026-08-30,Desktop,Electronics,XYZ Traders,Delhi WH,Hyderabad,Telangana,Retail,2,45000,90000,0,0.0,90000.0,25544,51088,38912.0,1889,Cancelled,Debit Card,5,2,High
102878,2026-11-25,2026-11-28,Webcam,Accessories,Tech World,Hyderabad WH,Chennai,Tamil Nadu,Wholesale,2,2500,5000,5,250.0,4750.0,1522,3044,1706.0,2739,Delivered,Cash,3,2,Medium
102879,2026-04-03,2026-04-08,Keyboard,Accessories,XYZ Traders,Hyderabad WH,Jaipur,Rajasthan,Retail,18,900,16200,15,2430.0,13770.0,616,11088,2682.0,785,Delivered,Cash,5,3,High
102880,2026-05-13,2026-05-16,Office Chair,Furniture,Tech World,Delhi WH,Hyderabad,Telangana,Wholesale,18,8500,153000,0,0.0,153000.0,5753,103554,49446.0,251,Delivered,Net Banking,3,1,Low
102881,2026-12-16,2026-12-20,Router,Networking,Prime Distributors,Hyderabad WH,Pune,Maharashtra,Wholesale,5,3500,17500,5,875.0,16625.0,2791,13955,2670.0,1573,Delayed,Credit Card,4,3,Medium
102882,2026-07-22,2026-07-23,Switch,Networking,XYZ Traders,Bangalore WH,Pune,Maharashtra,Wholesale,10,6000,60000,15,9000.0,51000.0,4546,45460,5540.0,1289,Delivered,Credit Card,1,5,Medium
102883,2026-12-03,2026-12-04,Office Chair,Furniture,Tech World,Hyderabad WH,Bangalore,Karnataka,Wholesale,3,8500,25500,15,3825.0,21675.0,5314,15942,5733.0,2824,Delivered,UPI,1,5,Medium
102884,2026-09-02,2026-09-09,Office Desk,Furniture,Tech World,Mumbai WH,Mumbai,Maharashtra,Wholesale,13,15000,195000,15,29250.0,165750.0,11458,148954,16796.0,1182,Delivered,UPI,7,3,High
102885,2026-04-13,2026-04-19,Projector,Electronics,Prime Distributors,Chennai WH,Lucknow,Uttar Pradesh,Wholesale,18,40000,720000,0,0.0,720000.0,31063,559134,160866.0,1462,Delayed,Net Banking,6,4,Medium
102886,2026-08-11,2026-08-16,Scanner,Office Supplies,Global Supply,Hyderabad WH,Mumbai,Maharashtra,Retail,17,12000,204000,0,0.0,204000.0,7741,131597,72403.0,1033,Delivered,Net Banking,5,4,High
102887,2026-08-14,2026-08-20,SSD,Storage,XYZ Traders,Hyderabad WH,Ahmedabad,Gujarat,Retail,6,5500,33000,10,3300.0,29700.0,3965,23790,5910.0,1984,Delivered,UPI,6,2,High
102888,2026-06-02,2026-06-04,Hard Disk,Storage,Tech World,Hyderabad WH,Hyderabad,Telangana,Retail,12,4200,50400,5,2520.0,47880.0,2365,28380,19500.0,1613,Delivered,UPI,2,5,Low
102889,2026-11-17,2026-11-22,Router,Networking,Prime Distributors,Mumbai WH,Kolkata,West Bengal,Retail,19,3500,66500,15,9975.0,56525.0,2259,42921,13604.0,1109,Delayed,Net Banking,5,1,Low
102890,2026-05-09,2026-05-13,Projector,Electronics,Prime Distributors,Mumbai WH,Ahmedabad,Gujarat,Retail,9,40000,360000,5,18000.0,342000.0,31695,285255,56745.0,2858,Delivered,Credit Card,4,1,High
102891,2026-03-18,2026-03-19,Desktop,Electronics,Tech World,Delhi WH,Kolkata,West Bengal,Wholesale,18,45000,810000,10,81000.0,729000.0,29840,537120,191880.0,2950,In Transit,UPI,1,5,Medium
102892,2026-01-17,2026-01-22,Keyboard,Accessories,Tech World,Hyderabad WH,Jaipur,Rajasthan,Retail,3,900,2700,10,270.0,2430.0,587,1761,669.0,2024,Delivered,UPI,5,4,Medium
102893,2026-11-16,2026-11-22,Office Chair,Furniture,Prime Distributors,Mumbai WH,Pune,Maharashtra,Retail,12,8500,102000,15,15300.0,86700.0,5730,68760,17940.0,2054,Delivered,Net Banking,6,3,Medium
102894,2026-08-23,2026-08-30,Office Desk,Furniture,ABC Suppliers,Delhi WH,Mumbai,Maharashtra,Wholesale,6,15000,90000,10,9000.0,81000.0,9461,56766,24234.0,2334,Delivered,Credit Card,7,5,Low
102895,2026-04-02,2026-04-04,Laptop,Electronics,ABC Suppliers,Chennai WH,Hyderabad,Telangana,Retail,9,55000,495000,0,0.0,495000.0,38659,347931,147069.0,1632,In Transit,UPI,2,2,Medium
102896,2026-11-14,2026-11-19,Webcam,Accessories,XYZ Traders,Mumbai WH,Hyderabad,Telangana,Retail,10,2500,25000,10,2500.0,22500.0,1855,18550,3950.0,1588,Delivered,Debit Card,5,3,Medium
102897,2026-06-12,2026-06-18,Mouse,Accessories,Prime Distributors,Chennai WH,Ahmedabad,Gujarat,Retail,20,700,14000,5,700.0,13300.0,445,8900,4400.0,2504,Delivered,UPI,6,2,Low
102898,2026-12-05,2026-12-07,Printer,Office Supplies,Global Supply,Hyderabad WH,Ahmedabad,Gujarat,Wholesale,1,15000,15000,10,1500.0,13500.0,9428,9428,4072.0,1160,Delivered,Debit Card,2,4,High
102899,2026-04-29,2026-05-03,Office Desk,Furniture,Tech World,Mumbai WH,Lucknow,Uttar Pradesh,Retail,4,15000,60000,15,9000.0,51000.0,8332,33328,17672.0,1212,Delivered,Cash,4,1,High
102900,2026-07-05,2026-07-10,Desktop,Electronics,XYZ Traders,Chennai WH,Bangalore,Karnataka,Wholesale,16,45000,720000,5,36000.0,684000.0,31392,502272,181728.0,1248,Cancelled,UPI,5,3,Medium
102901,2026-03-20,2026-03-23,Webcam,Accessories,Tech World,Mumbai WH,Mumbai,Maharashtra,Retail,2,2500,5000,10,500.0,4500.0,1444,2888,1612.0,481,In Transit,Net Banking,3,1,Low
102902,2026-04-12,2026-04-16,Office Desk,Furniture,Tech World,Hyderabad WH,Delhi,Delhi,Retail,17,15000,255000,5,12750.0,242250.0,8786,149362,92888.0,743,Cancelled,Debit Card,4,1,High
102903,2026-10-03,2026-10-06,Office Desk,Furniture,Global Supply,Delhi WH,Hyderabad,Telangana,Wholesale,18,15000,270000,0,0.0,270000.0,9246,166428,103572.0,372,Delivered,Credit Card,3,1,High
102904,2026-02-15,2026-02-21,Scanner,Office Supplies,XYZ Traders,Mumbai WH,Ahmedabad,Gujarat,Retail,10,12000,120000,15,18000.0,102000.0,8584,85840,16160.0,2831,Delivered,Debit Card,6,4,Medium
102905,2026-03-19,2026-03-26,Printer,Office Supplies,Tech World,Delhi WH,Kolkata,West Bengal,Retail,15,15000,225000,5,11250.0,213750.0,9416,141240,72510.0,1500,Delivered,Cash,7,2,Low
102906,2026-11-12,2026-11-19,Router,Networking,ABC Suppliers,Bangalore WH,Mumbai,Maharashtra,Retail,18,3500,63000,5,3150.0,59850.0,2003,36054,23796.0,376,Delivered,Credit Card,7,4,High
102907,2026-07-16,2026-07-19,Laptop,Electronics,Prime Distributors,Chennai WH,Kolkata,West Bengal,Retail,1,55000,55000,0,0.0,55000.0,40799,40799,14201.0,1561,Delayed,Debit Card,3,1,High
102908,2026-11-06,2026-11-09,Monitor,Electronics,Tech World,Bangalore WH,Kolkata,West Bengal,Retail,17,12000,204000,10,20400.0,183600.0,7193,122281,61319.0,1175,Delivered,Credit Card,3,3,Low
102909,2026-11-15,2026-11-19,Mouse,Accessories,Global Supply,Bangalore WH,Bangalore,Karnataka,Retail,16,700,11200,0,0.0,11200.0,547,8752,2448.0,1989,Delayed,Cash,4,3,Medium
102910,2026-10-29,2026-11-04,Office Chair,Furniture,Tech World,Mumbai WH,Hyderabad,Telangana,Wholesale,13,8500,110500,10,11050.0,99450.0,6439,83707,15743.0,802,Delivered,Net Banking,6,2,Medium
102911,2026-05-31,2026-06-02,Office Chair,Furniture,ABC Suppliers,Chennai WH,Hyderabad,Telangana,Wholesale,13,8500,110500,10,11050.0,99450.0,5133,66729,32721.0,1222,Delivered,UPI,2,4,High
102912,2026-04-16,2026-04-18,Scanner,Office Supplies,ABC Suppliers,Mumbai WH,Lucknow,Uttar Pradesh,Retail,18,12000,216000,5,10800.0,205200.0,9025,162450,42750.0,985,Delivered,Net Banking,2,4,Low
102913,2026-11-19,2026-11-26,Hard Disk,Storage,Global Supply,Delhi WH,Bangalore,Karnataka,Wholesale,2,4200,8400,0,0.0,8400.0,2340,4680,3720.0,1530,Delivered,Net Banking,7,4,High
102914,2026-01-30,2026-02-04,Keyboard,Accessories,ABC Suppliers,Mumbai WH,Kolkata,West Bengal,Retail,12,900,10800,10,1080.0,9720.0,630,7560,2160.0,2700,Delivered,Net Banking,5,1,Low
102915,2026-07-30,2026-08-03,Hard Disk,Storage,Global Supply,Bangalore WH,Bangalore,Karnataka,Wholesale,15,4200,63000,15,9450.0,53550.0,2896,43440,10110.0,2622,Cancelled,UPI,4,3,High
102916,2026-01-09,2026-01-12,Desktop,Electronics,XYZ Traders,Bangalore WH,Delhi,Delhi,Retail,6,45000,270000,15,40500.0,229500.0,31884,191304,38196.0,2664,In Transit,Credit Card,3,5,High
102917,2026-04-11,2026-04-12,Laptop,Electronics,Tech World,Hyderabad WH,Mumbai,Maharashtra,Wholesale,14,55000,770000,10,77000.0,693000.0,31703,443842,249158.0,2202,Delivered,Credit Card,1,3,Low
102918,2026-12-08,2026-12-09,Office Desk,Furniture,ABC Suppliers,Chennai WH,Ahmedabad,Gujarat,Wholesale,19,15000,285000,0,0.0,285000.0,8456,160664,124336.0,904,In Transit,Credit Card,1,3,High
102919,2026-04-21,2026-04-23,Monitor,Electronics,Tech World,Chennai WH,Delhi,Delhi,Retail,12,12000,144000,15,21600.0,122400.0,9265,111180,11220.0,541,In Transit,Debit Card,2,3,Low
102920,2026-05-06,2026-05-13,Webcam,Accessories,Tech World,Chennai WH,Hyderabad,Telangana,Retail,5,2500,12500,0,0.0,12500.0,1598,7990,4510.0,200,Delivered,Net Banking,7,1,High
102921,2026-12-19,2026-12-24,SSD,Storage,Prime Distributors,Hyderabad WH,Hyderabad,Telangana,Wholesale,4,5500,22000,15,3300.0,18700.0,3842,15368,3332.0,2167,Delayed,UPI,5,2,High
102922,2026-09-15,2026-09-19,Printer,Office Supplies,XYZ Traders,Delhi WH,Kolkata,West Bengal,Retail,11,15000,165000,10,16500.0,148500.0,11798,129778,18722.0,269,In Transit,Net Banking,4,1,High
102923,2026-01-27,2026-01-29,Printer,Office Supplies,Prime Distributors,Bangalore WH,Chennai,Tamil Nadu,Retail,20,15000,300000,0,0.0,300000.0,11738,234760,65240.0,982,Delivered,Cash,2,3,High
102924,2026-08-14,2026-08-17,Laptop,Electronics,ABC Suppliers,Mumbai WH,Pune,Maharashtra,Retail,14,55000,770000,10,77000.0,693000.0,37401,523614,169386.0,2937,Delivered,UPI,3,3,Medium
102925,2026-12-07,2026-12-13,Printer,Office Supplies,Prime Distributors,Bangalore WH,Chennai,Tamil Nadu,Wholesale,19,15000,285000,10,28500.0,256500.0,10479,199101,57399.0,2391,Cancelled,UPI,6,2,High
102926,2026-09-29,2026-10-05,Mouse,Accessories,ABC Suppliers,Chennai WH,Kolkata,West Bengal,Retail,7,700,4900,10,490.0,4410.0,492,3444,966.0,1809,Delivered,Credit Card,6,1,Medium
102927,2026-01-28,2026-02-02,Printer,Office Supplies,Tech World,Chennai WH,Lucknow,Uttar Pradesh,Retail,12,15000,180000,10,18000.0,162000.0,10029,120348,41652.0,1131,Delayed,Cash,5,1,Medium
102928,2026-11-12,2026-11-17,Mouse,Accessories,Tech World,Mumbai WH,Chennai,Tamil Nadu,Retail,9,700,6300,15,945.0,5355.0,498,4482,873.0,373,Delivered,Debit Card,5,2,Low
102929,2026-01-10,2026-01-14,Hard Disk,Storage,ABC Suppliers,Hyderabad WH,Ahmedabad,Gujarat,Retail,16,4200,67200,0,0.0,67200.0,3054,48864,18336.0,1779,Delivered,UPI,4,5,Medium
102930,2026-05-20,2026-05-22,Router,Networking,XYZ Traders,Chennai WH,Hyderabad,Telangana,Retail,5,3500,17500,0,0.0,17500.0,2705,13525,3975.0,2756,Cancelled,Cash,2,5,High
102931,2026-11-30,2026-12-07,SSD,Storage,XYZ Traders,Hyderabad WH,Jaipur,Rajasthan,Wholesale,6,5500,33000,0,0.0,33000.0,3291,19746,13254.0,341,In Transit,UPI,7,1,Medium
102932,2026-10-28,2026-11-02,Switch,Networking,Prime Distributors,Delhi WH,Jaipur,Rajasthan,Retail,17,6000,102000,10,10200.0,91800.0,3560,60520,31280.0,1188,In Transit,Cash,5,5,Medium
102933,2026-02-24,2026-03-03,Router,Networking,Tech World,Bangalore WH,Delhi,Delhi,Retail,10,3500,35000,15,5250.0,29750.0,2591,25910,3840.0,1623,Delivered,UPI,7,2,High
102934,2026-09-16,2026-09-21,Hard Disk,Storage,Prime Distributors,Chennai WH,Hyderabad,Telangana,Retail,9,4200,37800,10,3780.0,34020.0,2831,25479,8541.0,1633,Delivered,Cash,5,2,High
102935,2026-07-03,2026-07-06,Monitor,Electronics,Tech World,Hyderabad WH,Pune,Maharashtra,Retail,7,12000,84000,15,12600.0,71400.0,9364,65548,5852.0,1306,Delivered,UPI,3,2,Medium
102936,2026-07-14,2026-07-15,Projector,Electronics,Global Supply,Chennai WH,Delhi,Delhi,Retail,5,40000,200000,5,10000.0,190000.0,29595,147975,42025.0,748,Delivered,Cash,1,4,Low
102937,2026-09-19,2026-09-23,Router,Networking,ABC Suppliers,Chennai WH,Ahmedabad,Gujarat,Retail,5,3500,17500,5,875.0,16625.0,2730,13650,2975.0,685,Delivered,Cash,4,5,Low
102938,2026-05-30,2026-06-06,Webcam,Accessories,Prime Distributors,Delhi WH,Mumbai,Maharashtra,Wholesale,2,2500,5000,0,0.0,5000.0,1546,3092,1908.0,2772,Delayed,Net Banking,7,1,Low
102939,2026-04-12,2026-04-14,Router,Networking,Tech World,Chennai WH,Pune,Maharashtra,Retail,20,3500,70000,15,10500.0,59500.0,2713,54260,5240.0,2046,Delayed,UPI,2,3,Low
102940,2026-08-20,2026-08-24,Switch,Networking,Tech World,Bangalore WH,Bangalore,Karnataka,Wholesale,20,6000,120000,15,18000.0,102000.0,4718,94360,7640.0,508,Delivered,Cash,4,1,Medium
102941,2026-02-10,2026-02-16,Monitor,Electronics,ABC Suppliers,Bangalore WH,Chennai,Tamil Nadu,Retail,18,12000,216000,5,10800.0,205200.0,8833,158994,46206.0,294,In Transit,Cash,6,5,Low
102942,2026-01-07,2026-01-09,Monitor,Electronics,Global Supply,Bangalore WH,Bangalore,Karnataka,Wholesale,18,12000,216000,5,10800.0,205200.0,6889,124002,81198.0,1928,Delivered,Cash,2,4,High
102943,2026-08-20,2026-08-24,Monitor,Electronics,Tech World,Hyderabad WH,Pune,Maharashtra,Wholesale,3,12000,36000,15,5400.0,30600.0,8686,26058,4542.0,336,Delivered,Debit Card,4,5,Low
102944,2026-04-05,2026-04-08,Switch,Networking,Global Supply,Mumbai WH,Ahmedabad,Gujarat,Retail,2,6000,12000,10,1200.0,10800.0,3413,6826,3974.0,2005,Delivered,UPI,3,4,Low
102945,2026-10-21,2026-10-26,Office Chair,Furniture,XYZ Traders,Mumbai WH,Lucknow,Uttar Pradesh,Wholesale,19,8500,161500,0,0.0,161500.0,5820,110580,50920.0,1111,In Transit,Credit Card,5,3,High
102946,2026-10-10,2026-10-17,Webcam,Accessories,Tech World,Mumbai WH,Mumbai,Maharashtra,Retail,17,2500,42500,0,0.0,42500.0,1802,30634,11866.0,2645,Delayed,Debit Card,7,5,Low
102947,2026-09-27,2026-09-28,Scanner,Office Supplies,ABC Suppliers,Mumbai WH,Lucknow,Uttar Pradesh,Retail,4,12000,48000,15,7200.0,40800.0,9405,37620,3180.0,2598,In Transit,UPI,1,1,Medium
102948,2026-03-12,2026-03-16,Keyboard,Accessories,Global Supply,Chennai WH,Mumbai,Maharashtra,Wholesale,17,900,15300,0,0.0,15300.0,686,11662,3638.0,2577,Delivered,Credit Card,4,1,Low
102949,2026-10-07,2026-10-08,Keyboard,Accessories,XYZ Traders,Hyderabad WH,Ahmedabad,Gujarat,Wholesale,8,900,7200,5,360.0,6840.0,695,5560,1280.0,1887,Delivered,Cash,1,5,Medium
102950,2026-07-23,2026-07-29,Keyboard,Accessories,XYZ Traders,Bangalore WH,Hyderabad,Telangana,Wholesale,18,900,16200,5,810.0,15390.0,521,9378,6012.0,1721,Delivered,Debit Card,6,3,Low
102951,2026-10-10,2026-10-17,Printer,Office Supplies,ABC Suppliers,Mumbai WH,Delhi,Delhi,Wholesale,15,15000,225000,10,22500.0,202500.0,11235,168525,33975.0,1183,In Transit,Credit Card,7,2,Medium
102952,2026-12-20,2026-12-24,Desktop,Electronics,Tech World,Chennai WH,Delhi,Delhi,Wholesale,17,45000,765000,0,0.0,765000.0,28580,485860,279140.0,1777,Delivered,UPI,4,1,Low
102953,2026-02-28,2026-03-02,Desktop,Electronics,ABC Suppliers,Mumbai WH,Lucknow,Uttar Pradesh,Retail,7,45000,315000,15,47250.0,267750.0,33702,235914,31836.0,2053,Delivered,Debit Card,2,5,Medium
102954,2026-11-16,2026-11-18,SSD,Storage,XYZ Traders,Chennai WH,Ahmedabad,Gujarat,Retail,20,5500,110000,0,0.0,110000.0,4339,86780,23220.0,771,Delayed,Debit Card,2,2,Medium
102955,2026-02-05,2026-02-10,Switch,Networking,ABC Suppliers,Chennai WH,Chennai,Tamil Nadu,Wholesale,12,6000,72000,0,0.0,72000.0,4641,55692,16308.0,2985,Delayed,Debit Card,5,1,High
102956,2026-09-28,2026-09-29,Monitor,Electronics,Global Supply,Bangalore WH,Hyderabad,Telangana,Wholesale,6,12000,72000,0,0.0,72000.0,8475,50850,21150.0,479,Delivered,UPI,1,5,High
102957,2026-04-15,2026-04-19,Hard Disk,Storage,Prime Distributors,Chennai WH,Hyderabad,Telangana,Retail,7,4200,29400,0,0.0,29400.0,2495,17465,11935.0,1764,Delayed,Cash,4,2,Low
102958,2026-05-17,2026-05-22,Keyboard,Accessories,Global Supply,Mumbai WH,Mumbai,Maharashtra,Wholesale,7,900,6300,10,630.0,5670.0,588,4116,1554.0,1817,Delivered,Credit Card,5,2,Low
102959,2026-02-06,2026-02-07,Hard Disk,Storage,ABC Suppliers,Mumbai WH,Pune,Maharashtra,Retail,10,4200,42000,5,2100.0,39900.0,3032,30320,9580.0,951,Delivered,Credit Card,1,5,Medium
102960,2026-02-16,2026-02-19,Keyboard,Accessories,Tech World,Bangalore WH,Lucknow,Uttar Pradesh,Retail,7,900,6300,5,315.0,5985.0,662,4634,1351.0,1140,Cancelled,Credit Card,3,4,Medium
102961,2026-11-27,2026-11-28,Projector,Electronics,Tech World,Mumbai WH,Lucknow,Uttar Pradesh,Wholesale,8,40000,320000,15,48000.0,272000.0,31126,249008,22992.0,1415,Delayed,UPI,1,3,High
102962,2026-10-28,2026-11-03,Hard Disk,Storage,Prime Distributors,Bangalore WH,Jaipur,Rajasthan,Retail,8,4200,33600,10,3360.0,30240.0,3156,25248,4992.0,2276,Delayed,Credit Card,6,4,Low
102963,2026-01-04,2026-01-05,Webcam,Accessories,Global Supply,Delhi WH,Chennai,Tamil Nadu,Wholesale,12,2500,30000,0,0.0,30000.0,1885,22620,7380.0,492,Delivered,Credit Card,1,4,Low
102964,2026-02-11,2026-02-13,Router,Networking,ABC Suppliers,Chennai WH,Pune,Maharashtra,Retail,18,3500,63000,15,9450.0,53550.0,2317,41706,11844.0,1780,Delivered,UPI,2,2,High
102965,2026-10-17,2026-10-23,Printer,Office Supplies,XYZ Traders,Mumbai WH,Jaipur,Rajasthan,Retail,19,15000,285000,10,28500.0,256500.0,11661,221559,34941.0,247,Delivered,Net Banking,6,5,Medium
102966,2026-06-30,2026-07-03,Hard Disk,Storage,XYZ Traders,Bangalore WH,Pune,Maharashtra,Retail,19,4200,79800,5,3990.0,75810.0,2440,46360,29450.0,2342,In Transit,Net Banking,3,2,Medium
102967,2026-05-08,2026-05-11,Printer,Office Supplies,Global Supply,Delhi WH,Jaipur,Rajasthan,Wholesale,12,15000,180000,5,9000.0,171000.0,9185,110220,60780.0,2318,Delivered,Net Banking,3,3,Medium
102968,2026-04-23,2026-04-29,Office Desk,Furniture,Tech World,Hyderabad WH,Chennai,Tamil Nadu,Wholesale,11,15000,165000,10,16500.0,148500.0,9613,105743,42757.0,2373,In Transit,Credit Card,6,5,Medium
102969,2026-08-17,2026-08-21,Router,Networking,ABC Suppliers,Bangalore WH,Pune,Maharashtra,Retail,2,3500,7000,10,700.0,6300.0,1961,3922,2378.0,1348,Delivered,Debit Card,4,5,Low
102970,2026-02-21,2026-02-23,Desktop,Electronics,Tech World,Hyderabad WH,Chennai,Tamil Nadu,Retail,7,45000,315000,15,47250.0,267750.0,35455,248185,19565.0,1304,Delivered,UPI,2,4,High
102971,2026-03-01,2026-03-03,Monitor,Electronics,Prime Distributors,Delhi WH,Jaipur,Rajasthan,Retail,17,12000,204000,0,0.0,204000.0,7256,123352,80648.0,1448,Delivered,UPI,2,5,Low
102972,2026-10-04,2026-10-07,Office Chair,Furniture,Global Supply,Hyderabad WH,Delhi,Delhi,Wholesale,12,8500,102000,10,10200.0,91800.0,5505,66060,25740.0,426,Delivered,Cash,3,5,Low
102973,2026-05-17,2026-05-24,Keyboard,Accessories,Prime Distributors,Hyderabad WH,Hyderabad,Telangana,Retail,1,900,900,5,45.0,855.0,581,581,274.0,1534,In Transit,Credit Card,7,4,Low
102974,2026-07-16,2026-07-21,Printer,Office Supplies,XYZ Traders,Hyderabad WH,Chennai,Tamil Nadu,Retail,17,15000,255000,10,25500.0,229500.0,11881,201977,27523.0,2834,Delivered,Cash,5,2,High
102975,2026-04-29,2026-05-06,Webcam,Accessories,ABC Suppliers,Delhi WH,Hyderabad,Telangana,Wholesale,6,2500,15000,15,2250.0,12750.0,1573,9438,3312.0,2577,Delivered,UPI,7,4,Medium
102976,2026-01-15,2026-01-18,Switch,Networking,ABC Suppliers,Hyderabad WH,Lucknow,Uttar Pradesh,Wholesale,18,6000,108000,0,0.0,108000.0,3881,69858,38142.0,847,Delivered,UPI,3,2,Low
102977,2026-07-07,2026-07-12,Office Chair,Furniture,Global Supply,Chennai WH,Ahmedabad,Gujarat,Wholesale,2,8500,17000,15,2550.0,14450.0,6431,12862,1588.0,352,Delivered,Net Banking,5,5,High
102978,2026-07-13,2026-07-15,SSD,Storage,Global Supply,Chennai WH,Lucknow,Uttar Pradesh,Retail,1,5500,5500,0,0.0,5500.0,3190,3190,2310.0,2787,In Transit,UPI,2,3,Low
102979,2026-09-26,2026-09-29,Router,Networking,Prime Distributors,Delhi WH,Bangalore,Karnataka,Wholesale,8,3500,28000,5,1400.0,26600.0,2496,19968,6632.0,1845,Delivered,Cash,3,5,High
