item_id,order_id,product_id,quantity,unit_price,discount_percent,gross_amount,discount_amount,net_amount,shipping_cost
ITEM001286,ORD00442,PROD013,1,41638.89,15,41638.89,6245.83,35393.06,207.66
ITEM001287,ORD00443,PROD037,2,15300.23,15,30600.46,4590.07,26010.39,303.84
ITEM001288,ORD00443,PROD024,2,18381.46,0,36762.92,0.0,36762.92,443.66
ITEM001289,ORD00443,PROD041,3,6189.71,5,18569.13,928.46,17640.67,291.62
ITEM001290,ORD00443,PROD005,3,7885.33,5,23655.99,1182.8,22473.19,492.0
ITEM001291,ORD00444,PROD006,1,7884.13,20,7884.13,1576.83,6307.3,313.85
ITEM001292,ORD00444,PROD026,5,39280.28,20,196401.4,39280.28,157121.12,350.03
ITEM001293,ORD00444,PROD002,5,47540.64,0,237703.2,0.0,237703.2,275.48
ITEM001294,ORD00445,PROD045,1,13013.12,15,13013.12,1951.97,11061.15,30.55
ITEM001295,ORD00446,PROD050,1,9324.24,10,9324.24,932.42,8391.82,110.16
ITEM001296,ORD00446,PROD047,4,15654.38,15,62617.52,9392.63,53224.89,334.97
ITEM001297,ORD00446,PROD044,1,45475.09,15,45475.09,6821.26,38653.83,418.69
ITEM001298,ORD00446,PROD026,1,39280.28,10,39280.28,3928.03,35352.25,136.26
ITEM001299,ORD00446,PROD032,4,8609.15,20,34436.6,6887.32,27549.28,302.12
ITEM001300,ORD00447,PROD039,2,34243.23,10,68486.46,6848.65,61637.81,223.77
ITEM001301,ORD00447,PROD025,1,22857.89,10,22857.89,2285.79,20572.1,487.99
ITEM001302,ORD00447,PROD029,1,29661.49,0,29661.49,0.0,29661.49,465.4
ITEM001303,ORD00447,PROD045,5,13013.12,0,65065.6,0.0,65065.6,54.08
ITEM001304,ORD00448,PROD004,3,29973.06,0,89919.18,0.0,89919.18,371.46
ITEM001305,ORD00448,PROD007,1,2998.37,10,2998.37,299.84,2698.53,52.59
ITEM001306,ORD00448,PROD032,3,8609.15,10,25827.45,2582.74,23244.7,295.71
ITEM001307,ORD00448,PROD036,2,40439.03,5,80878.06,4043.9,76834.16,360.56
ITEM001308,ORD00449,PROD012,2,48498.5,20,96997.0,19399.4,77597.6,453.57
ITEM001309,ORD00449,PROD003,4,36626.5,10,146506.0,14650.6,131855.4,455.1
ITEM001310,ORD00449,PROD006,5,7884.13,15,39420.65,5913.1,33507.55,156.44
ITEM001311,ORD00449,PROD001,4,18789.55,10,75158.2,7515.82,67642.38,330.8
ITEM001312,ORD00449,PROD044,5,45475.09,15,227375.45,34106.32,193269.13,181.01
ITEM001313,ORD00450,PROD048,2,26051.39,10,52102.78,5210.28,46892.5,101.13
ITEM001314,ORD00450,PROD020,5,14632.33,10,73161.65,7316.16,65845.48,344.41
ITEM001315,ORD00450,PROD017,2,15281.69,0,30563.38,0.0,30563.38,162.2
ITEM001316,ORD00450,PROD049,4,27380.84,10,109523.36,10952.34,98571.02,83.11
ITEM001317,ORD00451,PROD029,1,29661.49,10,29661.49,2966.15,26695.34,73.67
ITEM001318,ORD00451,PROD019,2,21654.06,5,43308.12,2165.41,41142.71,245.54
ITEM001319,ORD00452,PROD050,4,9324.24,20,37296.96,7459.39,29837.57,392.58
ITEM001320,ORD00452,PROD015,5,9173.07,15,45865.35,6879.8,38985.55,208.28
ITEM001321,ORD00452,PROD029,1,29661.49,15,29661.49,4449.22,25212.27,390.55
ITEM001322,ORD00452,PROD028,1,25760.3,20,25760.3,5152.06,20608.24,180.51
ITEM001323,ORD00452,PROD049,4,27380.84,0,109523.36,0.0,109523.36,409.92
ITEM001324,ORD00453,PROD020,3,14632.33,20,43896.99,8779.4,35117.59,170.19
ITEM001325,ORD00453,PROD039,4,34243.23,20,136972.92,27394.58,109578.34,269.3
ITEM001326,ORD00453,PROD043,3,1815.99,10,5447.97,544.8,4903.17,306.47
ITEM001327,ORD00453,PROD003,1,36626.5,20,36626.5,7325.3,29301.2,57.41
ITEM001328,ORD00454,PROD033,3,3346.07,0,10038.21,0.0,10038.21,346.71
ITEM001329,ORD00454,PROD026,4,39280.28,10,157121.12,15712.11,141409.01,154.8
ITEM001330,ORD00454,PROD011,1,1127.17,20,1127.17,225.43,901.74,320.09
ITEM001331,ORD00455,PROD028,2,25760.3,10,51520.6,5152.06,46368.54,98.32
ITEM001332,ORD00455,PROD014,4,10695.72,20,42782.88,8556.58,34226.3,81.36
ITEM001333,ORD00455,PROD012,1,48498.5,0,48498.5,0.0,48498.5,354.99
ITEM001334,ORD00455,PROD017,1,15281.69,20,15281.69,3056.34,12225.35,204.81
ITEM001335,ORD00455,PROD024,1,18381.46,20,18381.46,3676.29,14705.17,147.63
ITEM001336,ORD00456,PROD033,3,3346.07,20,10038.21,2007.64,8030.57,134.52
ITEM001337,ORD00456,PROD040,2,22063.61,0,44127.22,0.0,44127.22,144.1
ITEM001338,ORD00456,PROD036,5,40439.03,15,202195.15,30329.27,171865.88,85.36
ITEM001339,ORD00456,PROD043,2,1815.99,0,3631.98,0.0,3631.98,414.81
ITEM001340,ORD00457,PROD047,3,15654.38,20,46963.14,9392.63,37570.51,33.91
ITEM001341,ORD00457,PROD045,1,13013.12,5,13013.12,650.66,12362.46,99.46
ITEM001342,ORD00457,PROD013,4,41638.89,10,166555.56,16655.56,149900.0,102.79
ITEM001343,ORD00457,PROD042,5,24809.33,15,124046.65,18607.0,105439.65,341.47
ITEM001344,ORD00458,PROD001,3,18789.55,10,56368.65,5636.86,50731.78,286.92
ITEM001345,ORD00458,PROD022,2,7060.74,20,14121.48,2824.3,11297.18,273.01
ITEM001346,ORD00459,PROD036,2,40439.03,0,80878.06,0.0,80878.06,431.32
ITEM001347,ORD00459,PROD007,3,2998.37,15,8995.11,1349.27,7645.84,486.72
ITEM001348,ORD00459,PROD046,3,33159.86,20,99479.58,19895.92,79583.66,372.56
ITEM001349,ORD00459,PROD040,3,22063.61,15,66190.83,9928.62,56262.21,173.37
ITEM001350,ORD00460,PROD019,2,21654.06,20,43308.12,8661.62,34646.5,146.52
ITEM001351,ORD00461,PROD007,3,2998.37,15,8995.11,1349.27,7645.84,493.73
ITEM001352,ORD00461,PROD031,2,30416.49,0,60832.98,0.0,60832.98,153.26
ITEM001353,ORD00461,PROD047,1,15654.38,15,15654.38,2348.16,13306.22,116.09
ITEM001354,ORD00461,PROD036,3,40439.03,20,121317.09,24263.42,97053.67,52.29
ITEM001355,ORD00462,PROD023,2,14678.02,15,29356.04,4403.41,24952.63,239.63
ITEM001356,ORD00462,PROD010,4,35432.82,20,141731.28,28346.26,113385.02,462.16
ITEM001357,ORD00462,PROD040,5,22063.61,20,110318.05,22063.61,88254.44,243.85
ITEM001358,ORD00463,PROD034,3,47449.39,10,142348.17,14234.82,128113.35,270.98
ITEM001359,ORD00463,PROD030,4,2417.88,10,9671.52,967.15,8704.37,484.24
ITEM001360,ORD00463,PROD031,2,30416.49,10,60832.98,6083.3,54749.68,32.01
ITEM001361,ORD00463,PROD022,5,7060.74,5,35303.7,1765.18,33538.52,369.36
ITEM001362,ORD00463,PROD019,5,21654.06,5,108270.3,5413.52,102856.78,225.5
ITEM001363,ORD00464,PROD045,3,13013.12,20,39039.36,7807.87,31231.49,234.43
ITEM001364,ORD00465,PROD022,5,7060.74,5,35303.7,1765.18,33538.52,148.05
ITEM001365,ORD00465,PROD043,2,1815.99,20,3631.98,726.4,2905.58,313.32
ITEM001366,ORD00465,PROD005,1,7885.33,5,7885.33,394.27,7491.06,424.94
ITEM001367,ORD00465,PROD045,5,13013.12,10,65065.6,6506.56,58559.04,400.18
ITEM001368,ORD00466,PROD039,3,34243.23,15,102729.69,15409.45,87320.24,85.85
ITEM001369,ORD00466,PROD016,1,9251.89,10,9251.89,925.19,8326.7,222.51
ITEM001370,ORD00466,PROD028,4,25760.3,5,103041.2,5152.06,97889.14,361.47
ITEM001371,ORD00466,PROD047,2,15654.38,0,31308.76,0.0,31308.76,484.06
ITEM001372,ORD00467,PROD002,5,47540.64,10,237703.2,23770.32,213932.88,273.68
ITEM001373,ORD00467,PROD043,3,1815.99,5,5447.97,272.4,5175.57,78.0
ITEM001374,ORD00467,PROD027,1,10063.72,5,10063.72,503.19,9560.53,362.08
ITEM001375,ORD00467,PROD022,4,7060.74,10,28242.96,2824.3,25418.66,143.4
ITEM001376,ORD00468,PROD014,4,10695.72,5,42782.88,2139.14,40643.74,409.96
ITEM001377,ORD00469,PROD005,2,7885.33,10,15770.66,1577.07,14193.59,170.18
ITEM001378,ORD00469,PROD035,3,48285.04,15,144855.12,21728.27,123126.85,118.38
ITEM001379,ORD00469,PROD027,1,10063.72,0,10063.72,0.0,10063.72,91.13
ITEM001380,ORD00469,PROD041,1,6189.71,5,6189.71,309.49,5880.22,285.49
ITEM001381,ORD00470,PROD032,5,8609.15,5,43045.75,2152.29,40893.46,292.07
ITEM001382,ORD00471,PROD035,4,48285.04,0,193140.16,0.0,193140.16,179.91
ITEM001383,ORD00471,PROD049,3,27380.84,10,82142.52,8214.25,73928.27,322.61
ITEM001384,ORD00471,PROD004,5,29973.06,10,149865.3,14986.53,134878.77,271.39
ITEM001385,ORD00471,PROD026,4,39280.28,5,157121.12,7856.06,149265.06,196.21
ITEM001386,ORD00472,PROD046,5,33159.86,0,165799.3,0.0,165799.3,107.67
ITEM001387,ORD00472,PROD019,5,21654.06,20,108270.3,21654.06,86616.24,112.73
ITEM001388,ORD00472,PROD006,2,7884.13,0,15768.26,0.0,15768.26,470.93
ITEM001389,ORD00473,PROD046,1,33159.86,10,33159.86,3315.99,29843.87,422.07
ITEM001390,ORD00473,PROD035,5,48285.04,10,241425.2,24142.52,217282.68,213.35
ITEM001391,ORD00473,PROD025,5,22857.89,20,114289.45,22857.89,91431.56,387.75
ITEM001392,ORD00473,PROD028,2,25760.3,20,51520.6,10304.12,41216.48,265.71
ITEM001393,ORD00473,PROD038,2,4973.84,20,9947.68,1989.54,7958.14,495.37
ITEM001394,ORD00474,PROD003,1,36626.5,5,36626.5,1831.32,34795.18,424.68
ITEM001395,ORD00474,PROD022,2,7060.74,20,14121.48,2824.3,11297.18,283.99
ITEM001396,ORD00474,PROD010,4,35432.82,0,141731.28,0.0,141731.28,402.55
ITEM001397,ORD00474,PROD016,2,9251.89,5,18503.78,925.19,17578.59,380.52
ITEM001398,ORD00475,PROD014,4,10695.72,15,42782.88,6417.43,36365.45,275.79
ITEM001399,ORD00476,PROD009,4,30095.64,20,120382.56,24076.51,96306.05,212.92
ITEM001400,ORD00476,PROD029,4,29661.49,20,118645.96,23729.19,94916.77,360.14
ITEM001401,ORD00476,PROD048,3,26051.39,5,78154.17,3907.71,74246.46,251.46
ITEM001402,ORD00477,PROD030,2,2417.88,5,4835.76,241.79,4593.97,32.96
ITEM001403,ORD00477,PROD048,4,26051.39,15,104205.56,15630.83,88574.73,293.69
ITEM001404,ORD00477,PROD025,3,22857.89,15,68573.67,10286.05,58287.62,485.88
ITEM001405,ORD00477,PROD002,1,47540.64,15,47540.64,7131.1,40409.54,115.54
ITEM001406,ORD00477,PROD047,5,15654.38,5,78271.9,3913.6,74358.3,417.22
ITEM001407,ORD00478,PROD041,3,6189.71,15,18569.13,2785.37,15783.76,144.08
ITEM001408,ORD00478,PROD023,4,14678.02,5,58712.08,2935.6,55776.48,120.65
ITEM001409,ORD00478,PROD049,2,27380.84,15,54761.68,8214.25,46547.43,264.86
ITEM001410,ORD00479,PROD004,3,29973.06,10,89919.18,8991.92,80927.26,130.09
ITEM001411,ORD00480,PROD023,1,14678.02,5,14678.02,733.9,13944.12,394.7
ITEM001412,ORD00480,PROD046,2,33159.86,5,66319.72,3315.99,63003.73,110.0
ITEM001413,ORD00480,PROD038,3,4973.84,15,14921.52,2238.23,12683.29,463.71
ITEM001414,ORD00480,PROD031,1,30416.49,10,30416.49,3041.65,27374.84,363.32
ITEM001415,ORD00480,PROD014,3,10695.72,0,32087.16,0.0,32087.16,388.75
ITEM001416,ORD00481,PROD022,4,7060.74,20,28242.96,5648.59,22594.37,313.71
ITEM001417,ORD00481,PROD019,2,21654.06,20,43308.12,8661.62,34646.5,404.01
ITEM001418,ORD00482,PROD042,1,24809.33,15,24809.33,3721.4,21087.93,254.04
ITEM001419,ORD00482,PROD003,5,36626.5,20,183132.5,36626.5,146506.0,431.29
ITEM001420,ORD00482,PROD019,1,21654.06,10,21654.06,2165.41,19488.65,400.7
ITEM001421,ORD00482,PROD007,4,2998.37,10,11993.48,1199.35,10794.13,217.87
ITEM001422,ORD00483,PROD015,4,9173.07,20,36692.28,7338.46,29353.82,34.77
ITEM001423,ORD00483,PROD034,3,47449.39,20,142348.17,28469.63,113878.54,345.47
ITEM001424,ORD00483,PROD026,3,39280.28,15,117840.84,17676.13,100164.71,264.75
ITEM001425,ORD00483,PROD022,2,7060.74,5,14121.48,706.07,13415.41,118.08
ITEM001426,ORD00484,PROD040,2,22063.61,10,44127.22,4412.72,39714.5,285.85
ITEM001427,ORD00484,PROD005,3,7885.33,10,23655.99,2365.6,21290.39,281.29
ITEM001428,ORD00485,PROD002,2,47540.64,5,95081.28,4754.06,90327.22,348.37
ITEM001429,ORD00485,PROD001,3,18789.55,10,56368.65,5636.86,50731.78,303.86
ITEM001430,ORD00485,PROD043,5,1815.99,10,9079.95,908.0,8171.96,480.68
ITEM001431,ORD00485,PROD028,4,25760.3,10,103041.2,10304.12,92737.08,44.93
ITEM001432,ORD00486,PROD002,3,47540.64,5,142621.92,7131.1,135490.82,57.8
ITEM001433,ORD00486,PROD041,2,6189.71,0,12379.42,0.0,12379.42,135.93
ITEM001434,ORD00486,PROD036,2,40439.03,20,80878.06,16175.61,64702.45,270.48
ITEM001435,ORD00486,PROD039,1,34243.23,5,34243.23,1712.16,32531.07,369.03
ITEM001436,ORD00487,PROD032,5,8609.15,5,43045.75,2152.29,40893.46,146.44
ITEM001437,ORD00487,PROD006,4,7884.13,20,31536.52,6307.3,25229.22,323.54
ITEM001438,ORD00487,PROD049,3,27380.84,20,82142.52,16428.5,65714.02,394.28
ITEM001439,ORD00487,PROD025,1,22857.89,0,22857.89,0.0,22857.89,284.19
ITEM001440,ORD00487,PROD010,1,35432.82,0,35432.82,0.0,35432.82,202.01
ITEM001441,ORD00488,PROD014,3,10695.72,5,32087.16,1604.36,30482.8,183.26
ITEM001442,ORD00488,PROD030,4,2417.88,0,9671.52,0.0,9671.52,90.77
ITEM001443,ORD00489,PROD032,4,8609.15,0,34436.6,0.0,34436.6,499.05
ITEM001444,ORD00489,PROD011,4,1127.17,10,4508.68,450.87,4057.81,315.83
ITEM001445,ORD00489,PROD033,5,3346.07,10,16730.35,1673.04,15057.32,247.46
ITEM001446,ORD00489,PROD050,5,9324.24,10,46621.2,4662.12,41959.08,196.12
ITEM001447,ORD00490,PROD022,3,7060.74,0,21182.22,0.0,21182.22,448.79
ITEM001448,ORD00490,PROD037,3,15300.23,5,45900.69,2295.03,43605.66,353.51
ITEM001449,ORD00490,PROD040,4,22063.61,5,88254.44,4412.72,83841.72,294.68
ITEM001450,ORD00490,PROD024,1,18381.46,15,18381.46,2757.22,15624.24,83.92
ITEM001451,ORD00491,PROD024,5,18381.46,10,91907.3,9190.73,82716.57,472.77
ITEM001452,ORD00491,PROD019,3,21654.06,5,64962.18,3248.11,61714.07,377.36
ITEM001453,ORD00491,PROD005,3,7885.33,5,23655.99,1182.8,22473.19,410.23
ITEM001454,ORD00491,PROD036,1,40439.03,15,40439.03,6065.85,34373.18,450.28
ITEM001455,ORD00491,PROD015,5,9173.07,20,45865.35,9173.07,36692.28,107.09
ITEM001456,ORD00492,PROD026,3,39280.28,0,117840.84,0.0,117840.84,440.62
ITEM001457,ORD00493,PROD041,3,6189.71,15,18569.13,2785.37,15783.76,168.84
ITEM001458,ORD00493,PROD046,3,33159.86,10,99479.58,9947.96,89531.62,100.0
ITEM001459,ORD00493,PROD012,2,48498.5,0,96997.0,0.0,96997.0,401.06
ITEM001460,ORD00493,PROD006,2,7884.13,15,15768.26,2365.24,13403.02,326.42
ITEM001461,ORD00493,PROD020,5,14632.33,10,73161.65,7316.16,65845.48,247.72
ITEM001462,ORD00494,PROD033,5,3346.07,5,16730.35,836.52,15893.83,171.09
ITEM001463,ORD00495,PROD013,3,41638.89,5,124916.67,6245.83,118670.84,110.98
ITEM001464,ORD00496,PROD011,3,1127.17,10,3381.51,338.15,3043.36,34.52
ITEM001465,ORD00497,PROD038,4,4973.84,5,19895.36,994.77,18900.59,166.09
ITEM001466,ORD00497,PROD013,1,41638.89,20,41638.89,8327.78,33311.11,147.74
ITEM001467,ORD00498,PROD046,5,33159.86,0,165799.3,0.0,165799.3,200.0
ITEM001468,ORD00498,PROD006,2,7884.13,10,15768.26,1576.83,14191.43,254.75
ITEM001469,ORD00499,PROD038,1,4973.84,10,4973.84,497.38,4476.46,464.78
ITEM001470,ORD00499,PROD037,4,15300.23,20,61200.92,12240.18,48960.74,459.16
ITEM001471,ORD00499,PROD004,1,29973.06,5,29973.06,1498.65,28474.41,406.22
ITEM001472,ORD00500,PROD010,3,35432.82,15,106298.46,15944.77,90353.69,33.84
ITEM001473,ORD00500,PROD021,5,30631.46,20,153157.3,30631.46,122525.84,70.87
ITEM001474,ORD00501,PROD014,3,10695.72,5,32087.16,1604.36,30482.8,153.13
ITEM001475,ORD00502,PROD046,2,33159.86,20,66319.72,13263.94,53055.78,390.55
ITEM001476,ORD00502,PROD024,5,18381.46,15,91907.3,13786.09,78121.2,355.2
ITEM001477,ORD00502,PROD031,4,30416.49,15,121665.96,18249.89,103416.07,287.03
ITEM001478,ORD00502,PROD005,1,7885.33,5,7885.33,394.27,7491.06,261.98
ITEM001479,ORD00502,PROD013,3,41638.89,5,124916.67,6245.83,118670.84,84.51
ITEM001480,ORD00503,PROD010,1,35432.82,5,35432.82,1771.64,33661.18,321.05
ITEM001481,ORD00504,PROD033,2,3346.07,0,6692.14,0.0,6692.14,73.37
ITEM001482,ORD00504,PROD006,5,7884.13,10,39420.65,3942.06,35478.58,293.43
ITEM001483,ORD00505,PROD040,5,22063.61,0,110318.05,0.0,110318.05,291.35
ITEM001484,ORD00505,PROD034,5,47449.39,0,237246.95,0.0,237246.95,301.85
ITEM001485,ORD00506,PROD020,1,14632.33,20,14632.33,2926.47,11705.86,80.62
ITEM001486,ORD00506,PROD024,5,18381.46,20,91907.3,18381.46,73525.84,46.97
ITEM001487,ORD00506,PROD011,2,1127.17,0,2254.34,0.0,2254.34,345.23
ITEM001488,ORD00506,PROD013,2,41638.89,10,83277.78,8327.78,74950.0,214.5
ITEM001489,ORD00507,PROD047,2,15654.38,5,31308.76,1565.44,29743.32,387.38
ITEM001490,ORD00507,PROD045,4,13013.12,15,52052.48,7807.87,44244.61,55.3
ITEM001491,ORD00507,PROD014,3,10695.72,0,32087.16,0.0,32087.16,458.3
ITEM001492,ORD00507,PROD007,1,2998.37,0,2998.37,0.0,2998.37,433.38
ITEM001493,ORD00507,PROD029,2,29661.49,20,59322.98,11864.6,47458.38,453.9
ITEM001494,ORD00508,PROD040,1,22063.61,20,22063.61,4412.72,17650.89,402.8
ITEM001495,ORD00509,PROD019,1,21654.06,5,21654.06,1082.7,20571.36,369.42
ITEM001496,ORD00509,PROD003,2,36626.5,0,73253.0,0.0,73253.0,388.82
ITEM001497,ORD00509,PROD021,2,30631.46,10,61262.92,6126.29,55136.63,477.76
ITEM001498,ORD00509,PROD002,3,47540.64,20,142621.92,28524.38,114097.54,202.9
ITEM001499,ORD00510,PROD032,1,8609.15,10,8609.15,860.92,7748.24,450.35
ITEM001500,ORD00511,PROD050,4,9324.24,15,37296.96,5594.54,31702.42,192.97
ITEM001501,ORD00511,PROD026,2,39280.28,10,78560.56,7856.06,70704.5,362.52
ITEM001502,ORD00511,PROD023,4,14678.02,5,58712.08,2935.6,55776.48,136.26
ITEM001503,ORD00511,PROD004,4,29973.06,5,119892.24,5994.61,113897.63,85.31
ITEM001504,ORD00512,PROD013,4,41638.89,20,166555.56,33311.11,133244.45,372.2
ITEM001505,ORD00513,PROD042,1,24809.33,10,24809.33,2480.93,22328.4,392.16
ITEM001506,ORD00514,PROD002,5,47540.64,15,237703.2,35655.48,202047.72,434.07
ITEM001507,ORD00514,PROD013,2,41638.89,0,83277.78,0.0,83277.78,229.53
ITEM001508,ORD00514,PROD049,4,27380.84,0,109523.36,0.0,109523.36,36.42
ITEM001509,ORD00514,PROD037,5,15300.23,20,76501.15,15300.23,61200.92,162.04
ITEM001510,ORD00515,PROD026,2,39280.28,5,78560.56,3928.03,74632.53,132.55
ITEM001511,ORD00515,PROD044,4,45475.09,0,181900.36,0.0,181900.36,43.76
ITEM001512,ORD00515,PROD039,1,34243.23,10,34243.23,3424.32,30818.91,275.77
ITEM001513,ORD00515,PROD016,1,9251.89,0,9251.89,0.0,9251.89,302.6
ITEM001514,ORD00515,PROD046,1,33159.86,10,33159.86,3315.99,29843.87,338.3
ITEM001515,ORD00516,PROD027,3,10063.72,5,30191.16,1509.56,28681.6,426.86
ITEM001516,ORD00516,PROD013,4,41638.89,10,166555.56,16655.56,149900.0,448.09
ITEM001517,ORD00516,PROD016,4,9251.89,10,37007.56,3700.76,33306.8,164.1
ITEM001518,ORD00516,PROD012,5,48498.5,20,242492.5,48498.5,193994.0,289.47
ITEM001519,ORD00516,PROD014,5,10695.72,5,53478.6,2673.93,50804.67,144.4
ITEM001520,ORD00517,PROD039,5,34243.23,15,171216.15,25682.42,145533.73,117.66
ITEM001521,ORD00517,PROD047,5,15654.38,10,78271.9,7827.19,70444.71,459.27
ITEM001522,ORD00517,PROD001,2,18789.55,10,37579.1,3757.91,33821.19,288.69
ITEM001523,ORD00518,PROD048,3,26051.39,0,78154.17,0.0,78154.17,129.44
ITEM001524,ORD00518,PROD018,1,26285.35,20,26285.35,5257.07,21028.28,478.76
ITEM001525,ORD00518,PROD023,1,14678.02,5,14678.02,733.9,13944.12,462.09
ITEM001526,ORD00519,PROD011,4,1127.17,20,4508.68,901.74,3606.94,293.57
ITEM001527,ORD00519,PROD050,2,9324.24,20,18648.48,3729.7,14918.78,363.9
ITEM001528,ORD00519,PROD049,2,27380.84,15,54761.68,8214.25,46547.43,442.68
ITEM001529,ORD00519,PROD016,2,9251.89,5,18503.78,925.19,17578.59,477.84
ITEM001530,ORD00519,PROD028,5,25760.3,0,128801.5,0.0,128801.5,45.29
ITEM001531,ORD00520,PROD027,4,10063.72,10,40254.88,4025.49,36229.39,273.87
ITEM001532,ORD00520,PROD017,4,15281.69,15,61126.76,9169.01,51957.75,452.34
ITEM001533,ORD00521,PROD034,4,47449.39,10,189797.56,18979.76,170817.8,76.18
ITEM001534,ORD00521,PROD028,2,25760.3,15,51520.6,7728.09,43792.51,390.36
ITEM001535,ORD00521,PROD048,2,26051.39,0,52102.78,0.0,52102.78,218.15
ITEM001536,ORD00522,PROD030,3,2417.88,10,7253.64,725.36,6528.28,448.42
ITEM001537,ORD00523,PROD029,3,29661.49,10,88984.47,8898.45,80086.02,271.29
ITEM001538,ORD00523,PROD031,1,30416.49,20,30416.49,6083.3,24333.19,78.62
ITEM001539,ORD00523,PROD026,3,39280.28,10,117840.84,11784.08,106056.76,405.65
ITEM001540,ORD00523,PROD003,3,36626.5,15,109879.5,16481.92,93397.58,113.78
ITEM001541,ORD00523,PROD008,1,43322.19,10,43322.19,4332.22,38989.97,364.33
ITEM001542,ORD00524,PROD005,1,7885.33,0,7885.33,0.0,7885.33,174.25
ITEM001543,ORD00524,PROD027,1,10063.72,5,10063.72,503.19,9560.53,442.4
ITEM001544,ORD00524,PROD035,1,48285.04,0,48285.04,0.0,48285.04,272.71
ITEM001545,ORD00524,PROD025,2,22857.89,15,45715.78,6857.37,38858.41,381.8
ITEM001546,ORD00525,PROD022,3,7060.74,10,21182.22,2118.22,19064.0,363.36
ITEM001547,ORD00526,PROD025,2,22857.89,15,45715.78,6857.37,38858.41,265.36
ITEM001548,ORD00526,PROD023,2,14678.02,15,29356.04,4403.41,24952.63,268.08
ITEM001549,ORD00526,PROD017,3,15281.69,5,45845.07,2292.25,43552.82,264.92
ITEM001550,ORD00527,PROD018,1,26285.35,5,26285.35,1314.27,24971.08,166.33
ITEM001551,ORD00528,PROD041,3,6189.71,10,18569.13,1856.91,16712.22,428.37
ITEM001552,ORD00528,PROD044,3,45475.09,15,136425.27,20463.79,115961.48,400.33
ITEM001553,ORD00528,PROD021,1,30631.46,0,30631.46,0.0,30631.46,138.51
ITEM001554,ORD00529,PROD006,1,7884.13,20,7884.13,1576.83,6307.3,478.98
ITEM001555,ORD00530,PROD010,2,35432.82,5,70865.64,3543.28,67322.36,485.28
ITEM001556,ORD00530,PROD032,4,8609.15,20,34436.6,6887.32,27549.28,251.64
ITEM001557,ORD00531,PROD044,1,45475.09,15,45475.09,6821.26,38653.83,379.56
ITEM001558,ORD00531,PROD009,2,30095.64,15,60191.28,9028.69,51162.59,404.99
ITEM001559,ORD00531,PROD045,2,13013.12,20,26026.24,5205.25,20820.99,202.8
ITEM001560,ORD00532,PROD038,3,4973.84,15,14921.52,2238.23,12683.29,40.09
ITEM001561,ORD00533,PROD013,5,41638.89,20,208194.45,41638.89,166555.56,69.97
ITEM001562,ORD00533,PROD017,3,15281.69,0,45845.07,0.0,45845.07,285.49
ITEM001563,ORD00533,PROD002,1,47540.64,5,47540.64,2377.03,45163.61,223.58
ITEM001564,ORD00533,PROD050,3,9324.24,0,27972.72,0.0,27972.72,143.06
ITEM001565,ORD00533,PROD046,5,33159.86,10,165799.3,16579.93,149219.37,294.13
ITEM001566,ORD00534,PROD048,4,26051.39,0,104205.56,0.0,104205.56,37.33
ITEM001567,ORD00534,PROD031,4,30416.49,5,121665.96,6083.3,115582.66,410.92
ITEM001568,ORD00535,PROD022,3,7060.74,5,21182.22,1059.11,20123.11,309.14
ITEM001569,ORD00535,PROD046,3,33159.86,10,99479.58,9947.96,89531.62,163.99
ITEM001570,ORD00535,PROD043,4,1815.99,15,7263.96,1089.59,6174.37,300.76
ITEM001571,ORD00535,PROD037,3,15300.23,5,45900.69,2295.03,43605.66,422.59
ITEM001572,ORD00535,PROD008,4,43322.19,10,173288.76,17328.88,155959.88,427.03
ITEM001573,ORD00536,PROD031,2,30416.49,20,60832.98,12166.6,48666.38,33.64
ITEM001574,ORD00536,PROD022,1,7060.74,0,7060.74,0.0,7060.74,225.01
ITEM001575,ORD00537,PROD042,4,24809.33,5,99237.32,4961.87,94275.45,157.32
ITEM001576,ORD00538,PROD038,3,4973.84,20,14921.52,2984.3,11937.22,116.54
ITEM001577,ORD00538,PROD043,3,1815.99,0,5447.97,0.0,5447.97,413.57
ITEM001578,ORD00538,PROD019,2,21654.06,20,43308.12,8661.62,34646.5,137.14
ITEM001579,ORD00538,PROD045,2,13013.12,15,26026.24,3903.94,22122.3,160.89
ITEM001580,ORD00539,PROD039,1,34243.23,0,34243.23,0.0,34243.23,72.53
ITEM001581,ORD00539,PROD032,1,8609.15,15,8609.15,1291.37,7317.78,291.41
ITEM001582,ORD00539,PROD046,1,33159.86,5,33159.86,1657.99,31501.87,351.05
ITEM001583,ORD00539,PROD006,5,7884.13,10,39420.65,3942.06,35478.58,329.04
ITEM001584,ORD00539,PROD044,3,45475.09,15,136425.27,20463.79,115961.48,220.37
ITEM001585,ORD00540,PROD048,2,26051.39,0,52102.78,0.0,52102.78,432.52
ITEM001586,ORD00541,PROD020,3,14632.33,5,43896.99,2194.85,41702.14,323.99
ITEM001587,ORD00541,PROD036,2,40439.03,10,80878.06,8087.81,72790.25,365.41
ITEM001588,ORD00541,PROD019,2,21654.06,20,43308.12,8661.62,34646.5,124.94
ITEM001589,ORD00541,PROD006,2,7884.13,15,15768.26,2365.24,13403.02,109.42
ITEM001590,ORD00541,PROD045,5,13013.12,15,65065.6,9759.84,55305.76,365.08
